0.033,0.082,0.156,0.191,0.269,0.295,0.337,0.393,0.435,0.482,0.551,0.578,0.667,0.697,0.735,0.78,0.799,0.856,0.906,1.048,1.097,1.145,1.19,1.283,1.323,1.359,1.416,1.55,1.606,1.63,1.65,1.668,1.707,1.753,1.794,1.906,2.041,2.075,2.117,2.164,2.214,2.367,2.394,2.428,2.623,2.72,2.844,2.942,3.027,3.058,3.26,3.36,3.452,3.504,3.536,3.606,3.647,3.743,3.962,4.023,4.062,4.248,4.334,4.41,4.504,4.538,4.584,4.707,4.734,4.77,4.794,4.833,4.917,4.962,4.988,5.139,5.155,5.274,5.311,5.371,5.411,5.45,5.474,5.514,5.552,5.615,5.643,5.695,5.733,5.764,5.823,5.942,5.991,6.046,6.107,6.139,6.176,6.373,6.419,6.436,6.5,6.533,6.573,6.609,6.679,6.918,6.937,6.975,7.218,7.246,7.332,7.356,7.439,7.594,7.642,7.698,7.747,7.798,7.853,7.9,7.95,8.011,8.053,8.134,8.178,8.211,8.253,8.31,8.352,8.458,8.487,8.515,8.573,8.632,8.658,8.69,8.735,8.765,8.793,9.027,9.056,9.107,9.138,9.188,9.24,9.269,9.403,9.458,9.658,9.678,9.711,9.749,9.861,9.891,9.984,nan,nan,nan,nan,nan,nan,nan,nan
0.046,0.112,0.135,0.251,0.359,0.433,0.477,0.559,0.582,0.614,0.642,0.704,0.856,0.921,1.001,1.059,1.238,1.265,1.471,1.551,1.643,1.688,1.919,1.942,2.053,2.094,2.172,2.353,2.421,2.511,2.571,2.701,2.738,2.783,2.981,3.113,3.289,3.352,3.421,3.638,3.664,3.769,3.859,3.89,3.927,3.973,4.021,4.185,4.231,4.271,4.424,4.521,4.55,4.569,4.62,4.728,4.785,4.812,4.911,4.954,4.979,5.016,5.059,5.207,5.271,5.313,5.36,5.557,5.676,5.714,5.741,5.832,5.884,5.915,5.952,6.016,6.034,6.076,6.102,6.192,6.34,6.371,6.721,6.822,6.894,6.944,7.033,7.056,7.155,7.19,7.217,7.301,7.354,7.373,7.554,7.595,7.664,7.77,7.79,7.814,7.927,8.042,8.189,8.231,8.243,8.262,8.287,8.31,8.388,8.487,8.502,8.58,8.621,8.71,8.729,8.814,8.842,8.914,8.942,8.976,9.023,9.075,9.126,9.207,9.236,9.329,9.352,9.385,9.408,9.485,9.517,9.605,9.72,9.74,9.767,9.824,9.849,9.917,9.951,9.995,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.054,0.147,0.178,0.253,0.294,0.327,0.35,0.394,0.461,0.593,0.623,0.695,0.748,0.804,0.836,0.895,1.011,1.087,1.113,1.161,1.216,1.276,1.329,1.358,1.422,1.456,1.616,1.643,1.662,1.68,1.719,1.796,1.846,1.877,1.902,2.038,2.082,2.151,2.215,2.338,2.364,2.474,2.516,2.573,2.607,2.755,2.889,3.019,3.044,3.117,3.161,3.334,3.37,3.383,3.414,3.444,3.519,3.57,3.632,3.662,3.744,3.776,3.799,3.871,3.971,3.992,4.04,4.074,4.143,4.22,4.251,4.319,4.407,4.477,4.494,4.516,4.566,4.602,4.649,4.707,4.762,4.913,4.962,5.009,5.091,5.127,5.237,5.298,5.345,5.365,5.399,5.428,5.45,5.633,5.765,5.844,5.867,5.923,6.084,6.112,6.325,6.49,6.532,6.622,6.666,6.774,6.883,6.946,6.965,7.017,7.033,7.22,7.297,7.334,7.358,7.497,7.524,7.607,7.801,7.907,7.937,7.978,8.033,8.07,8.122,8.218,8.323,8.355,8.379,8.431,8.495,8.556,8.571,8.725,8.776,8.843,8.912,9.007,9.114,9.145,9.242,9.269,9.318,9.352,9.385,9.426,9.479,9.533,9.572,9.641,9.803,9.823,9.851,9.922,9.948,nan,nan,nan,nan,nan,nan,nan,nan
0.109,0.204,0.224,0.286,0.317,0.473,0.539,0.622,0.651,0.754,0.787,0.807,0.93,0.982,1.064,1.107,1.127,1.184,1.269,1.323,1.345,1.366,1.491,1.567,1.626,1.85,1.89,2.051,2.091,2.174,2.253,2.277,2.331,2.49,2.533,2.602,2.703,2.743,2.803,2.815,2.89,2.906,2.948,3.09,3.316,3.358,3.379,3.435,3.582,3.621,3.723,3.787,3.872,3.919,3.953,4.169,4.198,4.22,4.284,4.327,4.438,4.463,4.498,4.522,4.565,4.621,4.653,4.716,4.803,4.98,5.063,5.102,5.154,5.279,5.338,5.393,5.446,5.59,5.606,5.67,5.739,5.853,6.049,6.103,6.135,6.202,6.228,6.322,6.427,6.587,6.629,6.71,6.912,6.948,7.025,7.143,7.202,7.225,7.413,7.484,7.597,7.644,7.669,7.822,7.924,7.967,8.028,8.159,8.177,8.257,8.52,8.554,8.655,8.731,8.765,8.799,8.914,9.21,9.228,9.26,9.291,9.456,9.487,9.511,9.662,9.776,9.862,9.925,9.951,9.987,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.047,0.088,0.129,0.232,0.283,0.322,0.345,0.383,0.454,0.491,0.549,0.582,0.624,0.658,0.736,0.839,0.894,0.913,1.011,1.128,1.182,1.223,1.34,1.405,1.447,1.523,1.65,1.881,1.961,2.176,2.207,2.225,2.492,2.552,2.733,2.842,2.901,3.261,3.328,3.345,3.432,3.494,3.512,3.575,3.634,3.826,3.971,4.212,4.409,4.43,4.444,4.49,4.599,4.647,4.674,4.714,4.797,4.847,4.972,4.993,5.146,5.185,5.24,5.266,5.309,5.339,5.438,5.47,5.53,5.613,5.631,5.738,5.763,5.818,5.857,5.904,5.966,5.998,6.018,6.091,6.133,6.167,6.246,6.363,6.378,6.502,6.784,6.83,6.869,6.941,6.966,6.996,7.32,7.415,7.654,7.853,7.902,7.934,7.984,8.015,8.055,8.092,8.154,8.213,8.229,8.274,8.337,8.388,8.421,8.448,8.493,8.534,8.624,8.673,8.704,8.721,8.846,8.92,8.943,8.986,9.007,9.103,9.133,9.164,9.187,9.225,9.3,9.325,9.378,9.452,9.58,9.678,9.726,9.828,9.84,9.921,9.954,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.1,0.135,0.172,0.261,0.292,0.362,0.416,0.474,0.823,0.867,0.932,0.952,0.979,1.028,1.056,1.114,1.168,1.233,1.267,1.318,1.358,1.408,1.505,1.564,1.582,1.835,1.888,1.939,2.025,2.074,2.098,2.165,2.224,2.253,2.313,2.376,2.426,2.497,2.618,2.79,2.868,2.934,3.019,3.078,3.127,3.206,3.431,3.462,3.531,3.571,3.716,3.748,3.83,3.854,3.934,3.982,4.055,4.108,4.15,4.178,4.255,4.332,4.367,4.404,4.431,4.528,4.615,4.648,4.681,4.917,4.945,4.986,5.023,5.078,5.098,5.128,5.17,5.206,5.338,5.428,5.454,5.508,5.551,5.615,5.739,5.772,5.801,5.85,5.909,6.024,6.091,6.16,6.178,6.242,6.468,6.485,6.687,6.747,6.921,7.011,7.192,7.275,7.367,7.401,7.435,7.496,7.623,7.686,7.772,7.848,7.881,7.897,7.938,7.995,8.214,8.274,8.319,8.363,8.391,8.696,8.786,8.87,8.898,8.957,8.997,9.169,9.204,9.23,9.27,9.307,9.37,9.435,9.546,9.608,9.627,9.719,9.793,9.808,9.831,9.863,9.897,9.963,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.024,0.105,0.152,0.208,0.376,0.457,0.606,0.62,0.672,0.763,0.776,0.899,0.928,0.952,0.965,1.001,1.07,1.096,1.116,1.15,1.192,1.244,1.299,1.337,1.489,1.507,1.588,1.648,1.714,1.775,1.817,1.872,1.894,1.975,2.089,2.251,2.303,2.384,2.472,2.495,2.619,2.692,2.735,3.009,3.117,3.304,3.396,3.528,3.55,3.679,3.714,3.77,3.845,3.887,3.928,4.01,4.067,4.135,4.165,4.22,4.271,4.387,4.409,4.491,4.668,4.738,4.804,4.86,5.015,5.075,5.112,5.162,5.19,5.278,5.311,5.35,5.498,5.518,5.543,5.593,5.663,5.718,5.86,5.959,5.989,6.093,6.157,6.275,6.304,6.369,6.399,6.476,6.512,6.549,6.615,6.661,6.786,6.864,6.89,6.922,7.127,7.181,7.438,7.496,7.565,7.659,7.718,7.797,7.825,7.946,8.17,8.259,8.275,8.314,8.368,8.385,8.425,8.478,8.515,8.541,8.665,8.732,8.807,8.869,8.985,9.002,9.065,9.112,9.195,9.235,9.331,9.378,9.417,9.567,9.585,9.603,9.636,9.829,9.919,9.955,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.043,0.085,0.107,0.118,0.213,0.245,0.349,0.374,0.397,0.43,0.533,0.593,0.624,0.707,0.909,0.93,1.048,1.084,1.124,1.252,1.329,1.368,1.389,1.446,1.529,1.667,1.844,2.009,2.123,2.296,2.327,2.346,2.429,2.533,2.611,2.789,2.857,2.938,3.067,3.166,3.261,3.277,3.342,3.377,3.599,3.649,3.695,3.773,3.849,3.868,3.882,3.907,3.94,4.047,4.099,4.136,4.168,4.269,4.286,4.345,4.421,4.485,4.542,4.605,4.628,4.719,4.763,4.818,4.859,4.89,4.9,4.939,4.967,5.01,5.054,5.102,5.221,5.246,5.295,5.41,5.454,5.506,5.596,5.625,5.722,5.745,5.798,5.864,5.889,6.077,6.115,6.131,6.147,6.197,6.405,6.446,6.522,6.614,6.658,6.748,6.8,6.857,7.095,7.146,7.201,7.224,7.284,7.478,7.516,7.568,7.637,7.691,7.71,7.782,7.845,7.902,7.997,8.182,8.308,8.328,8.367,8.394,8.42,8.471,8.536,8.595,8.651,8.765,8.791,8.805,8.973,9.035,9.051,9.125,9.16,9.265,9.332,9.371,9.421,9.543,9.703,9.738,9.847,9.915,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.044,0.122,0.158,0.175,0.231,0.263,0.331,0.353,0.378,0.487,0.527,0.585,0.694,0.724,0.755,0.812,0.853,1.125,1.163,1.201,1.26,1.3,1.327,1.38,1.413,1.523,1.574,1.595,1.695,1.738,1.77,1.797,1.829,1.956,1.986,2.06,2.11,2.375,2.627,2.69,2.727,2.865,2.939,2.976,3.067,3.096,3.12,3.175,3.232,3.468,3.491,3.538,3.587,3.599,3.658,3.814,3.843,3.861,3.944,3.965,4.059,4.181,4.259,4.277,4.295,4.444,4.492,4.611,4.635,4.655,4.693,4.706,4.724,4.762,4.801,4.872,4.928,4.969,5.072,5.099,5.215,5.304,5.369,5.389,5.442,5.507,5.609,5.763,5.804,5.941,6.34,6.538,6.592,6.623,6.679,6.77,6.857,6.926,7.124,7.169,7.277,7.314,7.371,7.461,7.527,7.666,7.726,7.849,7.884,7.945,7.978,8.134,8.27,8.308,8.354,8.423,8.48,8.517,8.557,8.574,8.65,8.68,8.98,9.007,9.025,9.035,9.049,9.089,9.21,9.386,9.425,9.577,9.631,9.676,9.727,9.908,9.957,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.052,0.247,0.31,0.338,0.366,0.432,0.469,0.542,0.626,0.71,0.813,0.869,0.94,0.986,1.002,1.145,1.157,1.237,1.279,1.304,1.352,1.374,1.392,1.514,1.53,1.555,1.631,1.728,1.806,1.913,1.935,2.055,2.185,2.241,2.325,2.356,2.41,2.504,2.553,2.6,2.649,2.668,2.699,2.728,2.782,2.89,3.146,3.25,3.299,3.37,3.415,3.627,3.704,3.828,3.933,4.05,4.083,4.115,4.133,4.216,4.258,4.363,4.383,4.463,4.538,4.64,4.687,4.708,4.809,4.915,4.945,5.081,5.129,5.15,5.201,5.236,5.278,5.364,5.422,5.464,5.509,5.602,5.641,5.674,5.736,5.784,5.827,5.88,5.969,6.139,6.29,6.466,6.577,6.652,6.734,6.795,6.963,7.035,7.084,7.1,7.24,7.312,7.352,7.435,7.461,7.575,7.887,7.903,8.043,8.078,8.123,8.216,8.271,8.343,8.457,8.581,8.638,8.652,8.678,8.71,8.771,8.801,8.829,8.995,9.075,9.107,9.222,9.29,9.379,9.401,9.418,9.438,9.474,9.535,9.585,9.64,9.878,9.942,9.981,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
