0.052,0.188,0.229,0.278,0.351,0.392,0.419,0.487,0.624,0.659,0.68,0.772,0.796,0.859,0.898,0.93,1.0,1.013,1.082,1.105,1.213,1.254,1.397,1.568,1.613,1.641,1.691,1.76,1.883,2.074,2.167,2.205,2.257,2.353,2.42,2.73,2.817,3.034,3.078,3.211,3.258,3.34,3.405,3.492,3.578,3.743,3.787,3.83,3.879,3.9,3.931,3.991,4.07,4.094,4.177,4.239,4.308,4.377,4.409,4.442,4.47,4.515,4.56,4.588,4.72,4.844,4.897,4.998,5.061,5.106,5.187,5.222,5.331,5.366,5.447,5.47,5.59,5.609,5.709,5.795,5.829,5.863,5.969,5.998,6.076,6.117,6.209,6.277,6.344,6.486,6.59,6.803,6.84,6.903,6.964,7.101,7.161,7.186,7.221,7.27,7.286,7.32,7.49,7.583,7.609,7.645,7.942,7.965,8.066,8.088,8.112,8.165,8.2,8.229,8.254,8.274,8.307,8.327,8.442,8.487,8.553,8.573,8.621,8.653,8.702,8.729,8.776,8.852,8.89,8.921,8.946,8.986,9.066,9.091,9.28,9.346,9.384,9.454,9.501,9.528,9.573,9.591,9.723,9.754,9.95,9.985,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.155,0.193,0.245,0.335,0.377,0.417,0.53,0.665,0.687,0.847,0.875,0.996,1.015,1.046,1.185,1.208,1.275,1.331,1.4,1.442,1.47,1.508,1.565,1.651,1.684,1.894,1.976,2.009,2.087,2.17,2.246,2.281,2.333,2.438,2.534,2.607,2.636,2.811,2.848,2.867,2.929,3.074,3.201,3.263,3.277,3.319,3.5,3.526,3.666,3.825,3.983,4.044,4.089,4.145,4.427,4.453,4.471,4.618,4.677,4.719,4.824,4.846,4.871,4.953,4.997,5.099,5.152,5.271,5.33,5.424,5.47,5.481,5.502,5.63,5.701,5.777,5.804,5.832,5.848,5.933,6.016,6.157,6.19,6.3,6.354,6.583,6.61,6.661,6.685,6.804,6.942,6.985,7.026,7.157,7.225,7.36,7.482,7.52,7.571,7.612,7.653,7.752,7.929,7.996,8.046,8.129,8.155,8.311,8.371,8.433,8.479,8.492,8.572,8.634,8.693,8.827,8.872,9.08,9.107,9.192,9.227,9.247,9.296,9.341,9.407,9.494,9.565,9.609,9.669,9.724,9.813,9.87,9.888,9.985,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.072,0.126,0.19,0.294,0.331,0.393,0.457,0.485,0.512,0.546,0.572,0.629,0.737,0.801,0.837,0.92,1.029,1.048,1.086,1.111,1.16,1.241,1.274,1.345,1.404,1.471,1.53,1.548,1.567,1.676,1.726,1.764,1.847,1.874,1.898,2.053,2.097,2.137,2.251,2.391,2.459,2.503,2.591,2.618,2.683,2.72,2.804,2.954,3.104,3.157,3.225,3.369,3.561,3.672,3.709,3.887,3.903,4.104,4.183,4.223,4.302,4.402,4.44,4.46,4.482,4.504,4.633,4.648,4.671,4.698,4.735,4.75,4.903,4.963,4.995,5.023,5.039,5.19,5.237,5.267,5.353,5.399,5.462,5.563,5.662,5.677,5.723,5.762,5.814,5.88,5.893,5.931,6.0,6.031,6.093,6.157,6.181,6.23,6.264,6.436,6.493,6.588,6.78,6.935,7.053,7.105,7.196,7.209,7.228,7.317,7.521,7.546,7.628,7.713,7.746,7.901,7.964,8.063,8.093,8.135,8.23,8.328,8.461,8.544,8.566,8.594,8.619,8.674,8.83,8.86,8.926,8.969,9.044,9.079,9.139,9.193,9.217,9.304,9.418,9.6,9.715,9.792,9.846,9.973,9.994,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.021,0.06,0.134,0.148,0.185,0.223,0.262,0.383,0.404,0.464,0.61,0.632,0.688,0.739,0.828,0.88,0.922,0.993,1.037,1.098,1.125,1.206,1.228,1.255,1.282,1.333,1.36,1.391,1.436,1.462,1.483,1.634,1.656,1.715,1.744,1.786,1.811,1.836,1.903,1.926,1.995,2.053,2.137,2.169,2.184,2.254,2.274,2.436,2.493,2.512,2.631,2.752,2.896,2.992,3.048,3.084,3.259,3.303,3.451,3.485,3.667,3.773,3.881,3.935,4.015,4.041,4.155,4.173,4.236,4.379,4.567,4.605,4.698,4.75,4.778,4.822,4.878,4.905,4.996,5.018,5.052,5.101,5.159,5.236,5.385,5.499,5.678,5.715,5.743,5.785,5.862,5.937,6.071,6.173,6.255,6.289,6.336,6.37,6.403,6.762,6.944,6.969,7.179,7.252,7.324,7.336,7.579,7.646,7.701,7.752,7.816,7.875,7.95,8.111,8.148,8.193,8.216,8.306,8.325,8.388,8.422,8.466,8.499,8.521,8.574,8.597,8.758,8.779,8.793,8.822,8.844,8.923,8.955,8.982,9.071,9.19,9.385,9.449,9.485,9.583,9.613,9.765,9.784,9.839,9.855,9.882,9.926,9.967,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.172,0.251,0.278,0.315,0.342,0.372,0.432,0.47,0.488,0.559,0.631,0.666,0.745,0.79,0.911,0.926,0.971,1.02,1.055,1.08,1.144,1.161,1.235,1.287,1.395,1.46,1.484,1.708,1.763,1.856,1.987,2.019,2.135,2.205,2.243,2.308,2.414,2.496,2.52,2.631,2.94,2.974,3.004,3.047,3.203,3.238,3.281,3.373,3.447,3.628,3.664,3.7,3.73,3.777,3.802,3.854,3.978,4.071,4.158,4.183,4.247,4.295,4.314,4.392,4.466,4.516,4.635,4.707,4.74,4.783,4.813,4.973,4.99,5.055,5.081,5.135,5.332,5.485,5.578,5.644,5.673,5.696,5.747,5.764,5.866,5.962,5.988,6.015,6.114,6.15,6.18,6.255,6.314,6.354,6.502,6.642,6.699,6.743,6.796,6.863,6.893,7.076,7.109,7.22,7.261,7.35,7.4,7.459,7.559,7.602,7.753,7.889,7.936,7.996,8.089,8.147,8.223,8.239,8.324,8.425,8.458,8.484,8.507,8.545,8.583,8.683,8.737,8.777,8.844,8.896,8.933,8.99,9.153,9.193,9.221,9.26,9.469,9.495,9.523,9.609,9.627,9.724,9.833,9.931,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.057,0.086,0.111,0.151,0.378,0.401,0.518,0.536,0.619,0.637,0.654,0.687,0.717,0.77,0.831,0.933,1.049,1.123,1.283,1.303,1.363,1.431,1.468,1.522,1.545,1.591,1.651,1.689,1.736,1.783,1.873,1.897,1.947,1.989,2.077,2.176,2.237,2.402,2.516,2.663,2.776,2.856,2.889,2.905,2.917,2.997,3.05,3.115,3.194,3.241,3.304,3.394,3.491,3.567,3.787,3.893,3.935,3.986,4.017,4.057,4.108,4.154,4.26,4.343,4.394,4.471,4.49,4.618,4.699,4.761,4.829,4.848,4.88,4.923,5.01,5.029,5.174,5.251,5.276,5.304,5.377,5.414,5.455,5.478,5.549,5.682,5.71,5.755,5.895,5.994,6.027,6.16,6.191,6.313,6.447,6.513,6.555,6.644,7.091,7.127,7.286,7.348,7.494,7.518,7.597,7.851,7.906,7.938,7.961,8.017,8.154,8.21,8.251,8.285,8.406,8.459,8.528,8.585,8.675,8.843,8.915,8.979,9.015,9.139,9.269,9.354,9.452,9.5,9.56,9.667,9.883,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.036,0.102,0.126,0.296,0.352,0.397,0.429,0.469,0.495,0.537,0.576,0.724,0.823,0.892,0.934,0.985,1.036,1.142,1.194,1.266,1.334,1.367,1.483,1.532,1.588,1.628,1.692,1.799,1.845,1.874,1.898,1.917,1.955,2.018,2.149,2.172,2.281,2.327,2.488,2.561,2.716,2.772,2.855,2.876,2.935,2.988,3.077,3.173,3.204,3.328,3.389,3.411,3.47,3.499,3.562,3.601,3.746,3.862,3.953,4.013,4.068,4.127,4.149,4.224,4.36,4.388,4.46,4.489,4.508,4.575,4.688,4.725,4.823,4.876,4.984,5.073,5.107,5.139,5.264,5.317,5.42,5.448,5.634,5.672,5.7,5.806,5.873,5.892,6.069,6.094,6.118,6.188,6.232,6.292,6.333,6.494,6.607,6.726,6.757,7.09,7.178,7.287,7.368,7.596,7.679,7.715,7.754,7.781,7.85,7.863,8.07,8.09,8.121,8.177,8.216,8.246,8.27,8.321,8.365,8.543,8.614,8.649,8.727,8.809,8.842,8.912,8.937,8.982,9.14,9.198,9.261,9.463,9.533,9.624,9.696,9.729,9.793,9.882,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.098,0.16,0.243,0.271,0.313,0.37,0.623,0.651,0.749,0.808,0.835,0.864,0.979,1.078,1.177,1.295,1.441,1.49,1.523,1.58,1.624,1.665,1.684,1.86,1.886,1.971,2.113,2.149,2.31,2.334,2.582,2.609,2.618,2.799,3.206,3.289,3.34,3.377,3.545,3.659,3.763,3.871,4.078,4.108,4.218,4.271,4.302,4.326,4.392,4.419,4.466,4.612,4.637,4.668,4.767,4.787,4.864,4.887,4.962,5.159,5.288,5.316,5.447,5.469,5.509,5.606,5.622,5.646,5.691,5.735,5.762,5.809,5.953,6.028,6.113,6.177,6.277,6.558,6.698,6.765,6.91,6.929,7.039,7.169,7.209,7.281,7.339,7.467,7.736,7.752,7.886,7.908,7.956,8.141,8.155,8.204,8.246,8.297,8.383,8.401,8.427,8.453,8.519,8.688,8.704,8.754,8.767,8.805,8.853,8.924,9.022,9.073,9.17,9.249,9.272,9.309,9.382,9.484,9.688,9.736,9.831,9.894,9.929,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.094,0.14,0.177,0.497,0.527,0.568,0.621,0.692,0.76,0.786,0.861,0.891,1.017,1.042,1.079,1.145,1.174,1.223,1.257,1.389,1.538,1.596,1.649,1.706,1.735,1.759,1.79,1.845,1.897,1.94,2.027,2.089,2.115,2.258,2.325,2.381,2.399,2.481,2.624,2.746,2.853,3.028,3.169,3.3,3.324,3.401,3.487,3.572,3.62,3.844,3.871,3.947,3.962,4.2,4.219,4.282,4.33,4.383,4.409,4.454,4.493,4.588,4.701,4.797,4.832,4.931,5.005,5.034,5.142,5.171,5.336,5.398,5.442,5.49,5.513,5.538,5.6,5.753,5.786,5.848,5.892,6.056,6.134,6.299,6.354,6.449,6.49,6.773,6.789,6.879,6.913,7.027,7.201,7.294,7.36,7.399,7.46,7.538,7.637,7.657,7.697,7.762,7.797,7.815,7.89,8.135,8.27,8.356,8.376,8.434,8.462,8.589,8.617,8.654,8.773,8.84,9.007,9.035,9.061,9.095,9.141,9.176,9.197,9.237,9.276,9.293,9.33,9.392,9.464,9.491,9.557,9.582,9.64,9.807,9.844,9.919,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.069,0.255,0.296,0.345,0.537,0.582,0.768,0.854,0.887,0.908,0.932,1.006,1.06,1.131,1.216,1.292,1.405,1.445,1.484,1.558,1.613,1.666,1.781,1.813,1.858,1.904,1.946,1.966,2.075,2.133,2.169,2.297,2.39,2.426,2.467,2.636,2.719,2.88,2.944,2.988,3.017,3.153,3.202,3.422,3.53,3.8,3.981,4.031,4.277,4.325,4.443,4.48,4.596,4.639,4.666,4.723,4.755,4.775,4.833,4.858,4.899,4.932,5.014,5.051,5.113,5.228,5.261,5.288,5.331,5.397,5.43,5.474,5.505,5.531,5.629,5.758,5.8,5.872,5.921,5.946,6.005,6.212,6.44,6.474,6.561,6.598,6.646,6.712,6.859,6.916,7.323,7.34,7.434,7.47,7.642,7.713,7.77,7.884,8.025,8.067,8.128,8.232,8.266,8.358,8.384,8.429,8.451,8.503,8.624,8.682,8.754,8.832,8.859,8.934,8.975,9.084,9.119,9.145,9.186,9.245,9.325,9.391,9.409,9.513,9.558,9.599,9.652,9.717,9.735,9.784,9.901,9.985,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
