0.149,0.247,0.322,0.381,0.41,0.457,0.5,0.529,0.602,0.639,0.684,0.779,0.837,0.947,1.016,1.036,1.093,1.106,1.174,1.197,1.336,1.443,1.461,1.493,1.57,1.639,1.668,1.811,1.829,1.842,1.87,1.921,1.93,1.975,2.025,2.125,2.159,2.274,2.306,2.466,2.499,2.599,2.664,2.717,2.776,2.808,3.026,3.297,3.648,3.7,3.733,3.779,3.895,3.95,3.981,4.01,4.111,4.248,4.276,4.488,4.516,4.562,4.587,4.623,4.659,4.697,4.743,4.764,4.824,4.844,4.926,4.959,4.989,5.064,5.175,5.219,5.255,5.313,5.361,5.381,5.432,5.46,5.503,5.527,5.572,5.611,5.779,5.839,5.881,5.955,6.002,6.043,6.111,6.338,6.368,6.406,6.442,6.474,6.53,6.56,6.587,6.658,6.769,6.845,6.954,7.077,7.131,7.453,7.499,7.569,7.847,7.908,7.955,8.106,8.13,8.227,8.338,8.388,8.456,8.553,8.609,8.653,8.687,8.7,8.766,8.827,8.871,8.884,8.905,8.999,9.115,9.195,9.236,9.276,9.331,9.386,9.538,9.84,9.933,9.981,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.052,0.083,0.179,0.202,0.219,0.264,0.287,0.355,0.479,0.559,0.593,0.649,0.723,0.785,0.81,0.846,1.009,1.119,1.165,1.211,1.285,1.315,1.406,1.499,1.553,1.61,1.715,1.844,1.895,2.038,2.085,2.132,2.164,2.423,2.499,2.622,2.801,2.893,3.067,3.195,3.274,3.495,3.561,3.599,3.694,3.736,3.779,3.816,3.845,3.905,4.064,4.223,4.307,4.351,4.382,4.539,4.628,4.656,4.676,4.749,4.793,4.833,4.877,4.926,5.16,5.188,5.46,5.492,5.558,5.648,5.696,5.811,5.977,6.012,6.057,6.112,6.178,6.311,6.475,6.509,6.539,6.655,6.725,6.943,7.151,7.226,7.515,7.726,7.751,7.883,7.911,7.941,8.043,8.109,8.19,8.296,8.365,8.417,8.459,8.478,8.509,8.547,8.57,8.591,8.673,8.696,8.742,8.799,8.852,8.933,8.974,9.101,9.126,9.175,9.21,9.283,9.308,9.326,9.37,9.548,9.668,9.72,9.764,9.802,9.828,9.851,9.866,9.907,9.958,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.038,0.128,0.215,0.357,0.41,0.441,0.579,0.725,0.829,0.919,0.948,1.013,1.131,1.185,1.27,1.4,1.464,1.489,1.599,1.627,1.683,1.72,1.771,1.874,1.919,1.999,2.029,2.051,2.104,2.148,2.19,2.275,2.311,2.352,2.414,2.434,2.566,2.807,3.091,3.385,3.4,3.635,3.663,3.846,3.869,4.033,4.072,4.143,4.213,4.236,4.338,4.365,4.507,4.548,4.656,4.707,4.785,4.811,4.863,4.952,5.048,5.065,5.095,5.138,5.209,5.279,5.32,5.484,5.505,5.544,5.572,5.585,5.614,5.704,5.824,5.905,5.969,6.017,6.124,6.141,6.344,6.382,6.574,6.613,6.751,6.862,6.928,6.973,7.011,7.117,7.21,7.24,7.291,7.396,7.417,7.435,7.573,7.746,7.792,7.839,7.859,7.996,8.154,8.177,8.212,8.235,8.26,8.313,8.344,8.414,8.463,8.496,8.665,8.704,8.721,8.774,8.829,8.909,8.949,9.093,9.169,9.216,9.247,9.289,9.318,9.333,9.374,9.414,9.448,9.538,9.589,9.637,9.71,9.742,9.872,9.911,9.943,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.089,0.118,0.234,0.348,0.464,0.527,0.617,0.677,0.76,0.805,0.965,0.989,1.011,1.041,1.081,1.147,1.192,1.329,1.488,1.534,1.606,1.648,1.829,1.858,1.909,1.986,2.07,2.116,2.16,2.185,2.269,2.375,2.439,2.501,2.572,2.664,2.714,2.76,2.901,2.951,3.015,3.108,3.177,3.226,3.306,3.324,3.429,3.56,3.587,3.633,3.679,3.714,3.97,3.996,4.125,4.225,4.242,4.423,4.553,4.58,4.599,4.634,4.667,4.721,4.859,4.899,4.98,5.044,5.115,5.218,5.294,5.319,5.358,5.404,5.503,5.555,5.62,5.657,5.677,5.7,5.839,5.896,5.943,5.993,6.12,6.247,6.334,6.396,6.498,6.586,6.824,6.93,7.211,7.256,7.284,7.398,7.498,7.633,7.847,7.945,7.995,8.114,8.146,8.193,8.215,8.287,8.31,8.354,8.373,8.503,8.575,8.63,8.68,8.732,8.772,8.796,8.881,8.948,8.992,9.007,9.068,9.145,9.186,9.211,9.272,9.345,9.415,9.468,9.522,9.551,9.661,9.724,9.756,9.774,9.81,9.913,9.962,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.059,0.083,0.12,0.168,0.223,0.252,0.276,0.393,0.442,0.536,0.623,0.646,0.676,0.782,0.841,0.935,0.966,1.115,1.164,1.198,1.213,1.234,1.29,1.348,1.378,1.41,1.496,1.573,1.632,1.786,1.817,1.873,2.045,2.105,2.15,2.324,2.433,2.536,2.589,2.687,2.713,2.88,2.944,3.027,3.046,3.247,3.379,3.442,3.546,3.606,3.681,3.771,3.933,4.001,4.067,4.164,4.18,4.266,4.305,4.321,4.393,4.464,4.564,4.64,4.655,4.683,4.708,4.797,4.874,4.962,4.994,5.028,5.059,5.145,5.201,5.248,5.304,5.333,5.358,5.384,5.441,5.489,5.517,5.583,5.64,5.686,5.76,5.84,5.914,6.032,6.234,6.301,6.346,6.422,6.58,6.615,6.678,6.697,6.735,6.81,6.855,6.969,7.014,7.093,7.2,7.214,7.227,7.304,7.35,7.382,7.617,7.646,7.918,7.984,8.094,8.129,8.167,8.204,8.273,8.388,8.472,8.496,8.559,8.614,8.854,8.884,9.056,9.099,9.166,9.188,9.211,9.253,9.287,9.308,9.425,9.442,9.471,9.557,9.619,9.66,9.697,9.76,9.893,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.044,0.095,0.276,0.348,0.378,0.408,0.483,0.548,0.571,0.703,0.721,0.753,0.828,0.852,0.883,1.041,1.066,1.103,1.262,1.293,1.339,1.356,1.398,1.445,1.499,1.579,1.61,1.734,1.776,1.964,2.01,2.089,2.143,2.244,2.33,2.466,2.495,2.53,2.567,2.67,2.814,2.99,3.313,3.494,3.562,3.593,3.66,3.73,3.816,3.841,3.936,3.966,3.994,4.026,4.051,4.109,4.129,4.144,4.183,4.281,4.365,4.463,4.496,4.56,4.591,4.648,4.762,4.816,4.894,4.969,5.105,5.139,5.199,5.236,5.267,5.324,5.375,5.439,5.472,5.653,5.718,5.754,5.782,5.814,5.886,5.922,5.953,6.0,6.053,6.126,6.159,6.285,6.303,6.341,6.392,6.433,6.522,6.559,6.727,7.007,7.184,7.25,7.336,7.485,7.522,7.552,7.62,7.747,7.855,7.97,8.05,8.105,8.156,8.275,8.317,8.371,8.399,8.421,8.444,8.479,8.513,8.546,8.667,8.794,8.833,8.866,8.922,8.998,9.022,9.092,9.132,9.192,9.239,9.275,9.492,9.534,9.627,9.664,9.728,9.783,9.805,9.827,9.892,9.929,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.101,0.235,0.365,0.434,0.578,0.641,0.663,0.686,0.751,0.783,0.837,0.932,0.973,0.998,1.064,1.111,1.167,1.2,1.225,1.261,1.303,1.327,1.505,1.549,1.573,1.608,1.671,1.693,2.0,2.12,2.162,2.184,2.289,2.334,2.364,2.389,2.508,2.726,2.748,2.822,2.848,2.926,3.0,3.074,3.144,3.17,3.244,3.304,3.363,3.415,3.651,3.71,3.748,3.805,3.859,3.906,3.948,4.014,4.049,4.073,4.109,4.146,4.207,4.31,4.427,4.675,4.712,4.785,4.803,4.953,5.147,5.348,5.383,5.434,5.475,5.514,5.594,5.65,5.68,5.709,5.765,5.863,5.905,6.012,6.049,6.113,6.146,6.341,6.404,6.456,6.524,6.793,6.848,6.984,7.069,7.145,7.292,7.355,7.58,7.624,7.652,7.731,7.785,7.807,7.95,7.972,7.998,8.037,8.171,8.298,8.363,8.406,8.52,8.561,8.577,8.598,8.659,8.704,8.811,8.869,8.901,8.917,8.95,9.027,9.084,9.156,9.236,9.329,9.406,9.467,9.488,9.591,9.62,9.677,9.705,9.765,9.788,9.943,9.971,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.035,0.074,0.138,0.179,0.305,0.35,0.423,0.437,0.521,0.549,0.57,0.62,0.744,0.829,0.849,0.874,0.962,1.001,1.026,1.094,1.152,1.204,1.308,1.337,1.36,1.386,1.494,1.548,1.621,1.651,1.669,1.695,1.806,1.934,2.038,2.053,2.133,2.164,2.188,2.223,2.307,2.36,2.408,2.464,2.511,2.593,2.621,2.771,2.818,2.849,2.873,2.904,3.024,3.118,3.323,3.419,3.675,3.844,3.968,3.986,4.081,4.144,4.27,4.323,4.404,4.428,4.451,4.482,4.585,4.626,4.651,4.702,4.727,4.867,4.921,4.971,5.028,5.056,5.093,5.14,5.249,5.283,5.402,5.449,5.475,5.504,5.584,5.601,5.665,5.699,5.723,5.8,5.891,5.903,5.924,5.959,5.983,6.1,6.142,6.281,6.307,6.344,6.378,6.462,6.495,6.535,6.601,6.67,6.939,7.053,7.1,7.13,7.208,7.279,7.39,7.503,7.525,7.538,7.659,7.802,7.932,7.964,8.01,8.033,8.198,8.366,8.389,8.457,8.515,8.603,8.625,8.65,8.685,8.742,8.77,8.794,8.821,8.969,9.053,9.118,9.161,9.186,9.271,9.338,9.381,9.45,9.485,9.532,9.563,9.631,9.671,9.73,9.773,9.879,9.934,nan,nan
0.056,0.076,0.187,0.228,0.262,0.284,0.324,0.352,0.404,0.509,0.536,0.555,0.577,0.615,0.641,0.711,0.774,0.799,0.878,0.928,0.955,0.974,1.018,1.064,1.303,1.418,1.46,1.532,1.608,1.637,1.672,1.756,1.935,1.974,2.048,2.107,2.172,2.286,2.328,2.395,2.498,2.53,2.551,2.695,2.847,2.88,3.004,3.021,3.05,3.207,3.418,3.571,3.665,3.736,3.816,3.872,3.891,3.924,3.97,3.994,4.011,4.029,4.052,4.076,4.131,4.203,4.223,4.255,4.374,4.446,4.46,4.5,4.627,4.73,4.749,4.776,4.806,4.964,5.076,5.131,5.164,5.189,5.29,5.334,5.363,5.487,5.561,5.627,5.66,5.689,5.776,5.787,5.813,5.853,5.896,5.956,6.032,6.061,6.08,6.17,6.401,6.444,6.52,6.615,6.708,6.766,6.987,7.067,7.1,7.203,7.237,7.415,7.511,7.552,7.623,7.747,7.908,7.919,7.947,7.979,8.013,8.137,8.159,8.225,8.258,8.279,8.339,8.359,8.383,8.501,8.555,8.583,8.615,8.692,8.733,8.759,8.778,8.808,8.832,8.86,8.953,9.077,9.125,9.153,9.186,9.214,9.249,9.383,9.485,9.558,9.675,9.721,9.748,9.782,9.857,9.924,9.948
0.033,0.081,0.221,0.333,0.395,0.42,0.451,0.49,0.543,0.565,0.584,0.64,0.714,0.808,0.835,0.945,0.975,1.042,1.071,1.115,1.142,1.215,1.281,1.298,1.323,1.341,1.427,1.508,1.568,1.655,1.828,1.9,2.033,2.164,2.244,2.316,2.401,2.421,2.442,2.545,2.611,2.851,2.918,2.963,3.009,3.037,3.071,3.19,3.351,3.458,3.509,3.633,3.762,3.808,3.971,4.016,4.238,4.367,4.434,4.492,4.522,4.607,4.713,4.805,4.948,5.024,5.068,5.179,5.272,5.297,5.314,5.335,5.489,5.525,5.69,5.733,5.763,5.801,5.824,5.87,5.903,6.069,6.357,6.428,6.494,6.576,6.652,6.709,6.835,6.982,7.011,7.195,7.534,7.687,7.795,7.882,7.945,8.026,8.131,8.357,8.429,8.509,8.557,8.579,8.598,8.629,8.658,8.695,8.761,8.792,8.894,8.926,8.963,8.991,9.084,9.121,9.149,9.184,9.201,9.237,9.257,9.289,9.417,9.44,9.55,9.603,9.715,9.758,9.789,9.836,9.863,9.887,9.907,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
