0.259,0.321,0.381,0.622,0.716,0.749,0.781,0.858,0.918,1.006,1.041,1.137,1.244,1.28,1.411,1.742,2.295,2.361,2.418,2.876,2.984,3.089,3.161,3.203,3.4,3.511,3.565,3.607,3.776,3.828,4.323,4.544,4.741,4.764,4.888,4.977,5.057,5.104,5.437,5.521,5.547,5.618,5.677,6.175,6.481,6.538,6.915,6.935,7.16,7.445,7.519,7.55,7.596,7.686,7.824,8.04,8.078,8.466,8.554,8.632,8.747,8.836,8.968,9.02,9.059,9.104,9.174,9.302,9.8,nan,nan,nan
0.452,0.729,0.966,0.988,1.232,1.266,1.525,1.567,1.817,2.153,2.254,2.542,2.679,3.072,3.543,3.873,4.441,5.004,5.172,5.226,5.304,5.691,5.728,5.824,5.914,6.183,6.579,7.029,7.857,8.209,8.352,9.123,9.327,9.705,9.888,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.688,0.714,0.769,1.021,1.065,1.092,1.317,1.367,1.444,1.465,1.61,1.631,1.879,1.938,2.283,2.711,3.077,3.193,3.563,3.899,4.215,4.257,4.418,4.433,4.471,4.611,4.697,4.731,4.812,5.03,5.079,5.447,5.527,5.641,5.671,5.708,6.161,6.202,6.298,6.327,6.418,6.848,6.97,7.093,7.169,7.506,7.96,8.047,8.154,8.564,8.817,8.849,9.063,9.234,9.265,9.76,9.852,9.878,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.032,0.06,0.342,0.714,0.739,0.835,1.081,1.281,1.329,1.447,1.491,1.519,1.541,1.976,2.118,2.347,2.446,2.774,3.031,3.358,3.548,3.597,4.008,4.114,4.27,4.519,5.274,5.432,5.463,6.091,6.227,6.467,6.513,6.593,6.649,6.874,7.601,7.844,8.125,8.418,8.455,8.515,8.552,8.661,9.03,9.518,9.697,9.885,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.092,0.142,0.212,0.466,0.789,0.861,0.967,1.307,1.591,1.829,1.894,1.927,1.984,2.862,3.216,3.511,3.631,3.848,3.979,4.036,4.065,4.146,4.374,4.41,4.449,4.483,4.51,4.636,5.247,5.296,5.551,5.601,5.663,5.74,5.817,5.902,6.018,6.313,6.523,6.587,6.619,6.644,6.988,7.059,7.226,7.532,7.606,7.631,7.678,7.778,7.899,8.3,8.625,9.136,9.722,9.83,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.552,0.779,1.02,1.08,1.105,1.929,2.035,2.216,2.262,2.453,2.814,3.044,3.164,3.336,4.252,4.296,4.343,4.418,4.677,4.914,4.937,4.979,5.012,5.094,5.322,5.94,5.986,6.097,6.181,6.318,7.354,7.421,7.473,7.927,7.988,8.175,8.217,8.398,8.662,8.721,9.052,9.297,9.498,9.608,9.698,9.813,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.157,0.239,0.6,0.784,0.859,0.887,1.275,1.909,2.181,2.247,2.279,2.319,2.8,3.009,3.565,3.626,3.734,3.778,3.885,3.938,4.18,4.311,4.375,4.59,4.652,4.678,4.74,4.881,4.96,5.182,5.375,5.412,5.444,6.03,6.836,6.981,7.115,7.206,7.357,7.846,7.975,8.105,8.21,8.494,8.765,8.795,8.838,9.047,9.11,9.27,9.421,9.459,9.71,9.963,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.071,0.171,0.502,0.791,0.858,1.107,1.375,1.427,1.525,1.715,1.942,2.262,2.417,2.47,3.306,3.637,3.983,4.412,4.648,4.79,4.854,5.096,5.13,5.311,5.348,5.395,5.607,5.643,5.727,5.917,6.036,6.196,6.572,8.22,8.335,8.568,8.68,8.85,8.93,9.16,9.401,9.503,9.727,9.806,9.836,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.219,0.313,0.378,0.537,0.797,0.963,1.241,1.264,1.324,1.521,1.583,1.68,1.781,1.821,1.847,1.927,2.004,2.424,2.494,2.883,3.415,3.582,3.881,3.994,4.116,4.403,4.489,4.648,4.777,4.839,4.913,4.983,5.021,5.318,5.585,5.653,5.857,5.89,5.992,6.083,6.113,6.239,6.3,6.423,6.883,7.489,7.506,8.055,8.244,8.283,8.465,8.908,9.23,9.319,9.371,9.453,9.516,9.563,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.059,0.123,0.163,0.423,0.729,0.885,0.911,0.985,1.101,1.263,1.31,1.391,1.516,1.598,2.03,2.107,2.406,2.458,2.656,3.304,3.435,3.515,3.641,4.107,4.171,4.255,4.799,4.954,4.983,5.314,5.441,5.784,5.872,5.95,6.014,6.447,7.172,7.709,7.94,7.99,8.188,8.423,8.548,8.732,8.917,8.957,9.04,9.158,9.225,9.585,9.603,9.706,9.816,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.144,0.259,0.402,0.436,0.69,0.789,0.918,0.983,1.014,1.433,1.493,1.829,1.87,1.942,2.079,2.149,2.24,2.545,3.061,3.532,3.909,4.28,4.31,4.472,4.693,4.966,4.992,5.075,5.183,5.555,5.593,6.249,6.292,7.487,7.794,8.132,8.837,8.87,8.952,9.091,9.201,9.369,9.713,9.871,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.22,0.52,0.597,0.669,0.721,0.817,0.954,1.021,1.061,1.362,1.415,1.612,1.706,1.75,1.782,1.879,1.917,2.076,2.458,3.335,3.656,4.71,4.755,4.934,4.971,5.045,5.084,5.466,5.542,5.672,5.779,5.914,6.02,6.227,6.532,6.898,7.044,7.236,7.416,8.275,8.501,8.698,8.903,8.937,8.956,9.258,9.354,9.44,9.487,9.608,9.929,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.069,0.673,0.742,0.815,1.198,1.333,1.753,1.89,1.973,2.023,2.287,2.381,2.721,2.755,2.905,3.777,5.148,5.207,5.3,5.458,5.678,5.701,5.755,5.989,6.017,6.237,6.312,6.425,6.67,6.921,6.965,7.119,7.632,7.661,7.85,8.331,8.852,9.009,9.23,9.428,9.515,9.599,9.813,9.854,9.942,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.159,0.352,0.512,0.558,0.832,0.992,1.165,1.455,1.536,1.584,1.62,1.81,1.877,2.167,2.68,2.772,3.001,3.217,3.265,3.375,3.423,3.503,3.694,4.11,4.207,4.358,4.629,4.703,5.066,5.25,5.343,5.556,5.58,5.986,6.307,6.492,6.631,6.854,7.335,7.596,7.935,7.973,8.127,8.165,8.225,8.705,8.765,8.813,8.837,8.978,9.098,9.167,9.194,9.447,9.57,9.604,9.732,9.774,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.109,0.234,0.345,0.442,0.552,0.582,0.667,0.912,1.016,1.122,1.468,1.49,1.53,1.569,1.678,1.877,2.975,3.375,3.585,3.982,4.211,4.245,4.382,4.431,4.462,4.581,4.753,5.017,5.134,5.218,5.504,5.62,5.705,5.761,5.831,6.067,6.223,6.952,7.209,7.231,7.801,8.069,8.382,8.427,9.104,9.402,9.511,9.684,9.821,9.862,9.965,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.186,0.214,0.708,0.939,1.057,1.244,1.348,1.715,1.913,1.981,2.262,2.323,2.368,2.425,2.537,2.629,2.677,2.797,2.95,3.016,3.185,3.488,3.618,4.057,4.11,4.306,4.496,4.635,4.789,4.853,5.056,5.178,5.504,5.716,5.818,5.998,6.716,6.772,6.878,7.076,7.328,7.558,7.868,8.119,8.3,8.582,8.687,8.744,8.924,9.015,9.068,9.406,9.484,9.576,9.618,9.662,9.742,9.806,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.154,0.395,0.425,0.594,0.662,0.687,0.933,1.089,1.145,1.171,1.277,1.363,1.414,1.454,1.468,1.569,1.843,1.899,2.404,2.613,2.841,2.899,3.054,3.31,3.482,3.548,3.7,3.876,3.975,4.056,4.23,4.566,4.889,5.023,5.219,5.234,5.309,5.341,5.501,5.578,5.614,5.678,5.727,5.834,5.875,5.961,6.139,6.702,6.807,6.876,7.637,7.89,8.098,8.432,8.47,8.714,8.818,8.916,8.962,8.995,9.069,9.265,9.533,9.698,9.936,nan,nan,nan,nan,nan,nan,nan
0.204,0.45,0.661,0.687,0.881,0.925,1.097,1.382,1.411,1.67,1.819,2.371,2.714,2.974,3.0,3.078,3.373,3.619,4.015,4.268,4.412,4.669,4.728,4.831,4.989,5.052,5.107,5.234,5.327,5.502,5.929,5.966,6.425,6.829,7.22,7.308,7.329,7.369,7.411,7.849,7.996,8.075,8.293,8.397,8.551,8.653,8.927,9.001,9.104,9.187,9.34,9.443,9.617,9.798,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.595,0.926,0.96,1.096,1.158,1.267,1.329,1.511,1.536,1.576,2.159,2.252,2.311,2.415,2.552,3.288,3.871,3.938,4.014,4.209,4.754,4.843,4.961,5.016,5.117,5.352,5.41,5.484,5.572,5.996,6.172,6.449,6.601,6.685,7.305,7.354,7.599,7.729,7.757,7.843,8.099,8.217,8.246,8.289,8.386,8.446,8.482,8.763,8.931,9.02,9.075,9.139,9.184,9.244,9.364,9.615,9.939,9.993,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.265,0.846,1.028,1.294,1.506,1.609,1.638,1.719,2.478,2.696,3.044,3.51,3.784,4.067,4.133,4.206,4.252,4.493,4.587,4.715,4.75,4.855,4.96,5.062,5.141,5.396,5.539,5.689,5.795,5.891,6.14,6.359,7.176,7.563,7.912,7.955,8.142,8.172,8.269,8.294,8.545,8.875,8.899,9.039,9.146,9.819,9.897,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.058,0.251,0.425,1.09,1.219,1.339,1.465,1.535,1.673,1.859,1.907,1.973,2.054,2.081,2.159,2.206,2.343,2.596,3.094,3.423,3.876,3.962,3.983,4.416,4.474,4.631,5.083,5.559,5.607,5.663,5.712,5.885,5.999,6.355,6.619,6.841,7.126,7.157,7.416,7.946,8.242,8.702,8.959,9.087,9.182,9.356,9.574,9.803,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.375,0.506,0.609,0.676,0.747,0.815,0.961,1.005,1.044,1.095,1.32,1.469,1.99,2.074,2.378,2.403,2.563,2.995,3.405,3.852,4.143,4.564,4.603,4.733,4.915,5.104,5.215,5.406,5.505,5.563,6.291,6.731,7.313,8.014,8.222,8.324,8.52,8.757,8.782,8.852,9.045,9.147,9.252,9.302,9.573,9.606,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.7,0.805,1.069,1.388,1.46,1.502,1.581,1.896,1.956,2.552,2.608,2.688,3.174,3.506,3.608,3.667,3.784,3.98,4.164,4.182,4.267,4.364,4.431,4.512,4.646,4.692,4.728,5.108,5.179,5.374,5.495,5.834,5.888,5.937,6.105,6.341,6.938,7.406,7.638,7.689,8.038,8.166,8.202,8.29,8.837,8.906,8.943,9.271,9.416,9.51,9.671,9.711,9.754,9.853,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
