0.125,0.367,0.426,0.475,0.564,0.725,1.088,1.152,1.208,1.316,1.462,1.902,2.027,2.251,2.682,2.895,3.511,3.648,3.688,3.822,3.862,3.944,4.147,4.196,4.397,4.491,4.65,4.805,4.922,5.042,5.223,5.345,5.389,5.427,5.507,5.653,5.695,5.79,5.885,5.923,5.989,6.011,6.118,6.51,6.531,6.831,6.877,7.731,7.93,8.257,8.291,8.373,8.388,8.467,8.53,8.68,8.717,8.867,9.025,9.125,9.244,9.279,9.333,9.515,9.629,9.79,9.885,nan,nan,nan,nan,nan
0.483,0.552,0.592,0.667,0.754,0.845,1.499,1.528,1.704,1.783,1.869,2.275,2.39,2.502,2.824,3.266,3.627,3.707,3.811,3.93,4.177,4.381,4.437,4.464,4.502,4.569,5.363,5.44,5.544,5.727,5.777,5.872,6.013,6.576,6.849,7.387,7.534,7.628,8.098,8.137,8.183,8.401,8.56,8.666,8.825,8.88,8.906,9.027,9.064,9.162,9.273,9.404,9.521,9.565,9.642,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.185,0.348,0.386,0.429,0.738,0.821,1.069,1.113,1.511,1.596,1.739,2.428,3.217,3.236,3.502,3.699,3.989,4.029,4.126,4.446,4.562,4.594,4.648,5.023,5.374,5.455,5.534,5.614,5.854,6.148,6.202,6.268,6.4,6.499,6.731,6.826,6.999,7.126,7.693,7.734,7.833,8.293,8.309,8.425,8.522,8.66,8.809,8.843,8.905,9.028,9.096,9.134,9.378,9.494,9.552,9.597,9.661,9.7,9.917,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.082,0.149,0.234,0.39,0.722,1.105,1.198,1.362,1.513,2.16,2.207,2.276,3.273,3.666,3.697,3.805,4.004,4.147,4.24,4.353,4.433,4.5,4.657,4.85,5.048,5.185,5.303,5.644,6.123,6.505,6.729,7.417,7.564,7.72,8.015,8.287,8.331,8.507,8.938,9.362,9.422,9.472,9.652,9.774,9.94,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.267,0.301,0.443,0.481,0.996,1.021,1.081,1.445,1.606,1.666,1.764,1.877,1.987,2.124,2.432,2.525,2.569,3.155,3.665,3.846,4.163,4.196,4.257,4.36,4.42,4.458,4.5,4.554,5.125,5.225,5.289,5.508,5.546,5.693,5.994,6.765,7.022,7.56,7.752,8.45,8.526,8.743,8.834,8.945,9.013,9.042,9.083,9.206,9.265,9.343,9.452,9.741,9.952,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.128,0.224,0.389,0.562,0.664,0.742,0.938,1.047,1.112,1.177,1.519,1.554,1.625,1.922,2.079,2.135,2.467,2.981,3.361,3.409,3.455,3.615,3.847,3.906,4.087,4.136,4.356,4.735,4.921,4.961,5.008,5.357,5.533,5.573,5.639,5.744,6.027,6.103,6.25,6.895,6.941,7.308,7.932,8.33,8.449,8.603,8.729,8.845,8.931,8.966,9.045,9.287,9.557,9.611,9.709,9.771,9.899,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.558,0.726,0.817,0.864,0.912,1.037,1.222,1.293,1.346,1.588,1.739,1.852,2.128,2.225,2.66,2.844,2.986,3.387,3.88,4.218,4.319,4.671,4.717,4.787,4.991,5.088,5.236,5.263,5.319,5.394,5.584,5.705,5.822,5.967,6.002,6.124,6.2,6.301,6.519,6.569,6.644,7.902,8.062,8.181,8.441,8.575,8.605,8.961,9.223,9.316,9.359,9.588,9.664,9.729,9.907,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.54,0.594,0.666,0.693,1.052,1.084,1.184,1.244,1.272,1.387,1.832,2.141,2.856,3.169,3.372,3.918,3.955,4.167,4.221,4.516,4.722,4.812,4.936,4.981,5.214,5.345,5.405,5.429,5.573,5.602,5.646,6.202,6.728,7.114,7.968,8.148,8.199,8.236,8.3,8.529,8.592,8.885,9.169,9.301,9.419,9.698,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.331,0.359,0.44,0.497,0.576,0.722,0.877,0.97,1.149,1.206,1.68,1.792,1.871,1.894,2.073,2.44,2.605,3.405,3.625,3.653,3.804,4.338,4.382,4.469,4.492,4.654,4.727,4.805,5.012,5.265,5.306,5.483,5.572,5.976,6.132,6.243,6.351,6.621,6.986,7.713,7.846,7.913,8.04,8.143,8.505,8.568,8.62,8.652,8.687,8.872,9.007,9.032,9.117,9.145,9.349,9.427,9.524,9.567,9.657,9.807,9.868,9.897,9.939,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.042,0.257,0.351,0.458,0.52,0.556,0.612,0.673,1.046,1.174,1.242,1.272,1.344,1.486,1.541,1.603,1.75,2.181,2.22,2.684,3.514,3.549,4.131,4.413,4.972,5.093,5.136,5.25,5.371,5.58,5.615,5.684,5.778,6.518,6.9,6.96,7.068,7.308,7.492,7.561,7.74,7.772,7.955,8.02,8.251,8.324,8.443,8.644,8.842,8.906,9.012,9.119,9.781,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
