0.305,0.487,0.616,0.682,0.825,1.125,1.154,1.292,1.509,1.567,1.621,1.831,1.868,2.051,2.171,2.202,2.273,2.628,2.682,2.96,3.104,3.324,3.627,3.996,4.291,4.315,4.596,4.769,4.838,4.872,4.929,5.026,5.048,5.103,5.269,5.299,5.44,5.522,5.626,5.705,5.778,5.953,6.166,6.282,6.802,7.662,7.906,8.573,8.896,9.042,9.417,9.494,9.582,9.718,9.809,9.887,9.928,9.961,nan,nan,nan,nan,nan,nan
0.206,0.39,0.472,0.645,0.771,1.029,1.056,1.1,1.127,1.464,1.557,1.714,2.0,2.272,3.132,3.173,3.394,3.492,3.652,3.683,3.813,3.926,4.397,4.626,5.111,5.14,5.276,5.544,5.597,5.714,5.866,5.973,6.013,6.069,6.384,6.552,7.865,8.17,8.227,8.289,8.425,8.547,8.58,8.658,8.731,9.371,9.431,9.497,9.605,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.087,0.201,0.317,0.352,0.478,0.572,0.654,0.927,1.363,1.503,1.532,1.566,1.664,1.692,2.269,2.435,2.669,3.245,3.293,3.332,3.669,3.921,3.945,4.521,4.583,4.918,4.941,4.968,5.01,5.272,5.324,5.368,5.603,5.708,6.602,7.306,7.463,8.09,8.342,8.444,8.596,8.779,8.886,8.998,9.103,9.386,9.524,9.62,9.672,9.742,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.119,0.292,0.63,0.724,0.789,0.879,1.032,1.083,1.189,1.28,1.417,1.519,1.596,1.624,1.841,2.07,2.104,2.763,2.899,3.105,4.167,4.317,4.484,4.522,4.544,4.624,4.736,4.899,5.339,5.581,5.67,5.877,6.35,6.511,6.684,6.713,6.809,7.531,7.957,8.028,8.093,8.126,8.217,8.323,8.553,8.579,8.638,8.69,8.792,8.842,9.027,9.401,9.498,9.63,9.743,9.8,nan,nan,nan,nan,nan,nan,nan,nan
0.505,0.556,0.686,0.744,0.85,0.919,1.088,1.152,1.822,2.103,2.178,2.313,2.444,2.503,2.709,3.087,3.374,3.495,3.776,4.043,4.08,4.172,4.755,4.878,4.949,4.975,5.014,5.294,5.796,5.903,6.703,6.878,7.171,7.461,7.618,7.821,8.098,8.393,8.694,8.721,8.81,8.88,8.929,9.105,9.41,9.569,9.662,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.171,0.296,0.346,0.401,0.489,0.534,0.911,0.964,1.128,1.354,1.38,1.491,1.681,1.959,2.029,2.469,2.511,2.815,2.885,3.437,3.696,3.749,3.948,3.973,4.023,4.097,4.16,4.397,4.418,4.657,4.837,4.897,4.912,4.966,5.193,5.506,5.679,6.04,6.228,6.274,6.33,6.494,6.561,6.663,6.919,7.012,7.069,7.265,7.882,7.937,8.06,8.123,8.217,8.401,8.489,8.714,8.953,9.035,9.318,9.527,9.552,9.614,nan,nan
0.045,0.112,0.134,0.719,0.755,0.836,1.16,1.187,1.364,1.439,1.538,1.84,2.339,2.399,2.532,3.016,3.094,3.347,3.482,3.649,3.736,3.94,4.101,4.164,4.378,4.529,4.69,4.982,5.042,5.065,5.12,5.747,5.955,5.994,6.169,6.212,6.477,6.904,7.24,7.381,7.54,7.584,7.7,7.913,8.051,8.177,8.264,8.394,8.417,8.656,8.818,8.86,9.214,9.381,9.429,9.482,9.697,9.779,9.865,nan,nan,nan,nan,nan
0.031,0.356,0.588,0.711,0.904,1.086,1.141,1.343,1.491,1.534,1.63,1.664,1.766,1.841,2.378,3.243,3.334,3.427,3.66,3.834,3.868,4.377,4.397,4.424,4.493,4.509,4.538,4.574,4.708,4.832,4.889,4.971,5.061,5.089,5.192,5.235,5.269,5.307,5.492,5.692,5.917,5.945,6.133,6.668,7.085,7.258,7.501,8.135,8.356,8.382,8.423,8.74,8.814,8.923,9.052,9.21,9.341,9.844,9.924,nan,nan,nan,nan,nan
0.146,0.347,0.412,0.444,0.773,0.913,1.135,1.217,1.384,1.581,2.175,2.208,2.407,2.475,3.231,3.39,3.547,3.61,3.757,4.255,4.346,4.78,4.819,4.855,4.887,4.994,5.087,5.284,5.38,5.693,5.88,6.034,6.335,6.464,7.002,7.441,7.484,7.589,7.698,7.747,7.884,8.067,8.172,8.327,8.431,8.657,8.733,8.825,8.96,9.087,9.482,9.513,9.563,9.624,9.702,9.888,nan,nan,nan,nan,nan,nan,nan,nan
0.602,0.675,0.737,0.809,0.896,0.949,1.043,1.08,1.167,1.252,1.895,2.018,2.125,2.571,2.655,2.782,2.879,3.969,4.061,4.267,4.447,4.675,4.883,4.952,5.209,5.257,5.351,5.556,5.802,5.858,6.46,7.008,7.329,7.448,7.568,7.609,7.837,7.9,8.383,8.498,8.627,8.65,8.875,8.926,9.046,9.077,9.153,9.209,9.249,9.394,9.775,9.899,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
