0.259,0.321,0.382,0.623,0.747,0.782,0.919,1.041,1.139,1.245,1.282,2.231,2.294,2.36,2.415,2.874,2.983,3.075,3.096,3.16,3.202,3.399,3.51,3.564,3.605,3.641,3.776,3.827,4.545,4.742,4.889,4.978,5.106,5.438,5.525,5.549,5.619,5.677,6.141,6.187,6.477,6.537,6.721,6.8,6.914,6.934,7.07,7.155,7.26,7.445,7.517,7.549,7.594,7.674,7.824,8.04,8.079,8.468,8.555,8.748,8.838,8.979,9.059,9.111,9.176,9.304,9.801,nan,nan
0.452,0.73,0.967,0.99,1.233,1.268,1.527,1.568,2.152,2.254,2.541,2.678,3.022,3.072,3.542,3.872,4.442,5.005,5.173,5.306,5.692,5.745,5.824,5.914,6.182,6.578,7.029,7.616,7.735,7.856,8.21,8.353,9.124,9.726,9.888,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.688,0.714,1.023,1.088,1.368,1.445,1.611,1.632,1.88,1.938,2.283,2.709,2.896,3.075,3.191,3.557,3.899,3.977,4.215,4.257,4.419,4.436,4.473,4.611,4.698,4.733,4.813,5.035,5.081,5.447,5.529,5.642,5.673,6.16,6.201,6.297,6.326,6.417,6.846,6.97,7.068,7.101,7.167,7.444,7.505,7.7,7.96,8.047,8.155,8.817,8.85,9.245,9.761,9.852,9.878,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.032,0.06,0.343,0.715,0.835,1.087,1.283,1.33,1.491,1.519,1.977,2.118,2.346,2.446,2.476,2.546,2.773,2.948,3.029,3.061,3.357,3.548,3.597,4.008,4.114,4.27,4.519,5.301,5.461,6.091,6.227,6.463,6.511,6.592,6.641,6.873,7.229,7.6,7.668,7.84,8.125,8.422,8.466,8.516,8.563,8.663,9.031,9.519,9.699,9.885,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.098,0.143,0.213,0.862,0.97,1.309,1.894,1.927,1.984,2.505,2.86,2.962,3.059,3.215,3.507,3.541,3.631,3.848,3.979,4.036,4.065,4.146,4.375,4.411,4.465,4.507,4.636,5.297,5.552,5.602,5.664,5.741,5.818,5.902,6.018,6.312,6.523,6.586,6.619,6.643,6.705,6.986,7.058,7.226,7.524,7.605,7.63,7.677,7.778,7.899,8.3,8.626,9.723,9.83,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.552,0.78,1.022,1.081,1.929,2.035,2.182,2.235,2.264,2.452,2.812,2.917,3.042,3.163,3.332,4.252,4.297,4.343,4.419,4.678,4.915,4.98,5.013,5.095,5.94,5.986,6.097,6.18,6.317,6.488,7.001,7.147,7.219,7.347,7.377,7.421,7.471,7.927,7.988,8.193,8.22,8.664,8.723,9.298,9.499,9.609,9.814,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.157,0.24,0.601,0.785,0.86,0.889,1.276,1.91,2.18,2.246,2.278,2.318,2.553,2.798,2.994,3.564,3.625,3.726,3.776,3.885,3.938,4.18,4.311,4.376,4.596,4.653,4.742,4.882,4.961,5.183,5.376,5.413,5.445,6.03,6.142,6.781,6.835,6.931,6.979,7.113,7.204,7.356,7.845,7.975,8.106,8.211,8.494,8.766,8.839,9.055,9.111,9.271,9.422,9.46,9.711,9.963,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.072,0.172,0.792,1.107,1.376,1.525,1.716,1.942,2.262,2.416,2.469,3.304,3.338,3.636,3.694,3.983,4.413,4.649,4.856,5.098,5.131,5.312,5.395,5.608,5.644,5.728,5.917,6.036,6.195,6.571,8.22,8.336,8.569,8.682,8.852,9.162,9.402,9.511,9.727,9.806,9.837,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.314,0.378,0.964,1.242,1.327,1.68,1.781,1.837,1.927,2.004,2.202,2.423,2.49,2.882,3.256,3.414,3.442,3.581,3.881,3.994,4.116,4.408,4.49,4.649,4.779,4.914,5.022,5.322,5.586,5.858,5.992,6.083,6.113,6.239,6.299,6.423,6.576,6.883,7.178,7.488,7.504,8.055,8.245,8.284,8.466,8.909,9.372,9.454,9.517,9.563,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.059,0.123,0.164,0.424,0.73,0.906,0.986,1.102,1.264,1.392,1.6,2.03,2.106,2.405,2.456,2.655,2.699,3.303,3.435,3.514,3.64,4.108,4.171,4.255,4.8,4.978,5.316,5.442,5.785,5.872,5.95,6.014,6.445,7.119,7.172,7.708,7.94,7.99,8.189,8.424,8.958,9.043,9.16,9.226,9.586,9.604,9.707,9.816,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.403,0.691,0.79,0.984,1.434,1.495,1.829,1.87,1.943,2.079,2.149,2.239,2.544,2.594,3.06,3.433,3.531,3.694,3.903,4.281,4.311,4.473,4.694,4.967,5.103,5.592,6.248,6.291,6.732,6.813,6.973,7.087,7.486,7.71,7.794,8.133,8.839,9.092,9.203,9.37,9.713,9.871,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.22,0.602,0.722,0.819,0.958,1.022,1.062,1.363,1.417,1.618,1.718,1.78,1.88,1.918,2.076,2.457,2.61,2.682,2.749,3.01,3.162,3.334,3.656,4.711,4.935,5.046,5.468,5.543,5.915,6.02,6.227,6.507,6.66,6.872,6.899,7.042,7.234,7.415,8.275,8.937,8.959,9.355,9.488,9.609,9.93,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.675,0.764,1.201,1.335,1.753,1.89,1.973,2.023,2.287,2.38,2.72,2.754,2.904,3.149,3.195,3.447,3.776,5.208,5.306,5.679,5.701,5.755,5.989,6.017,6.236,6.311,6.424,6.516,6.669,6.919,6.963,7.118,7.631,7.66,7.849,8.332,9.009,9.515,9.601,9.814,9.854,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.159,0.353,0.513,0.559,0.843,1.166,1.538,1.62,1.81,1.878,2.167,2.68,2.77,2.925,3.0,3.216,3.265,3.374,3.421,3.499,3.693,4.111,4.208,4.358,4.635,4.704,5.067,5.344,5.556,5.585,5.986,6.306,6.491,6.63,6.852,6.988,7.067,7.17,7.277,7.334,7.596,7.756,7.935,7.972,8.128,8.166,8.226,8.706,8.766,8.814,8.98,9.099,9.168,9.195,9.57,9.605,9.733,9.775,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.11,0.444,0.553,1.124,1.469,1.491,1.532,1.57,1.678,1.878,2.974,3.374,3.576,3.982,4.211,4.246,4.383,4.432,4.463,4.582,4.758,5.219,5.505,5.621,5.705,5.762,5.831,6.066,6.223,6.666,6.909,6.951,7.052,7.207,7.229,7.36,7.801,8.069,8.383,8.428,9.403,9.53,9.685,9.822,9.862,9.965,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.186,0.214,0.71,0.94,1.059,1.245,1.349,1.981,2.262,2.322,2.367,2.424,2.536,2.628,2.675,2.796,2.918,2.951,3.014,3.184,3.484,3.617,4.057,4.11,4.306,4.497,4.636,5.058,5.179,5.505,5.716,5.998,6.138,6.268,6.714,6.769,6.876,6.905,7.066,7.327,7.558,7.868,8.12,8.3,8.688,8.745,8.925,9.016,9.069,9.407,9.485,9.577,9.619,9.663,9.742,9.81,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.159,0.396,0.426,0.595,0.664,0.934,1.09,1.147,1.278,1.364,1.415,1.456,1.844,1.899,2.174,2.403,2.558,2.613,2.839,2.892,3.049,3.309,3.481,3.548,3.699,3.876,3.975,4.056,4.231,4.891,5.024,5.22,5.34,5.502,5.579,5.615,5.679,5.727,5.834,6.139,6.584,6.701,6.767,6.807,6.876,7.263,7.335,7.636,7.889,8.098,8.432,8.471,8.715,8.819,8.918,8.963,8.997,9.07,9.267,9.699,9.937,nan,nan,nan,nan,nan,nan,nan,nan
0.204,0.662,0.882,1.383,1.67,1.82,2.37,2.604,2.713,2.963,2.981,3.003,3.077,3.276,3.373,3.573,3.619,4.015,4.268,4.413,4.67,4.99,5.053,5.235,5.503,5.929,5.966,6.372,6.424,6.827,7.034,7.219,7.306,7.324,7.367,7.409,7.478,7.849,7.996,8.075,8.294,8.552,8.653,9.028,9.105,9.188,9.444,9.618,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.597,0.936,1.096,1.16,1.33,1.512,1.576,2.159,2.251,2.31,2.415,2.552,3.078,3.287,3.87,3.937,4.014,4.21,4.844,5.02,5.118,5.354,5.485,5.573,5.996,6.172,6.449,6.601,6.65,6.685,6.912,7.304,7.352,7.598,7.729,7.757,7.843,8.1,8.218,8.289,8.387,8.446,8.482,8.773,8.932,9.076,9.141,9.185,9.245,9.365,9.616,9.939,9.993,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.271,0.847,1.03,1.61,1.661,1.72,2.478,2.695,2.898,3.044,3.218,3.509,3.783,4.142,4.206,4.252,4.493,4.75,4.856,5.069,5.142,5.397,5.54,5.694,5.796,5.891,6.14,6.358,6.425,7.174,7.562,7.651,7.91,7.955,8.143,8.173,8.27,8.294,8.876,9.049,9.148,9.82,9.898,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.058,0.426,1.339,1.536,1.674,1.859,1.908,1.973,2.054,2.081,2.158,2.206,2.343,2.596,3.093,3.307,3.422,3.876,3.962,3.983,4.421,4.475,4.633,5.086,5.56,5.608,5.713,5.886,5.999,6.354,6.403,6.617,6.721,6.823,6.853,7.125,7.157,7.414,7.727,7.945,8.243,8.703,8.959,9.183,9.576,9.804,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.376,0.507,0.61,0.678,0.749,0.816,0.962,1.007,1.045,1.321,1.495,1.99,2.074,2.36,2.386,2.563,2.994,3.395,3.851,4.143,4.565,4.917,5.227,5.407,5.506,5.575,6.29,6.729,6.969,7.049,7.312,7.597,8.014,8.223,8.541,8.759,8.785,8.853,9.046,9.256,9.303,9.574,9.61,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.805,1.07,1.389,1.502,1.582,1.897,1.956,2.551,2.607,2.688,2.975,3.172,3.376,3.504,3.608,3.666,3.783,3.98,4.164,4.182,4.267,4.432,4.513,4.648,4.694,4.73,5.18,5.375,5.496,5.835,5.893,5.937,6.105,6.191,6.34,6.475,6.933,7.405,7.523,7.637,7.688,8.038,8.166,8.202,8.291,8.838,8.907,8.945,9.271,9.417,9.511,9.672,9.711,9.755,9.854,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.185,0.306,0.376,1.055,1.103,1.315,1.535,1.583,1.769,2.036,2.32,2.541,2.711,3.113,3.132,3.525,3.732,4.118,4.164,4.347,4.473,4.504,4.65,4.708,4.818,5.072,5.773,5.889,5.924,6.056,6.242,6.602,6.844,7.058,7.217,7.497,7.616,7.691,7.862,7.984,8.199,8.259,8.317,8.469,8.566,8.923,8.997,9.392,9.711,9.766,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.16,0.221,0.35,0.514,0.84,0.882,1.044,1.076,1.118,1.394,1.77,1.81,1.841,1.932,2.008,2.248,2.288,2.819,3.387,3.473,3.535,3.717,3.95,4.36,4.743,4.765,4.99,5.251,5.455,5.665,5.742,5.871,6.144,6.206,6.68,6.817,6.999,7.17,7.526,7.634,7.665,8.054,8.233,8.262,8.322,8.836,8.95,9.069,9.267,9.376,9.411,9.485,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.076,0.308,0.43,0.448,0.526,0.629,0.861,1.045,1.345,1.43,1.462,1.698,1.848,1.989,2.015,2.038,2.186,2.233,2.33,2.387,2.51,2.553,2.787,2.881,2.998,3.4,3.442,3.516,3.699,4.055,4.107,4.262,4.418,4.443,4.486,4.804,4.994,5.339,5.408,5.556,5.582,5.658,5.756,6.014,6.786,7.091,7.597,7.744,7.809,7.882,7.925,7.953,8.032,8.215,8.318,8.361,8.438,8.642,8.7,9.036,9.146,9.198,9.351,9.4,9.443,9.551,9.773,9.868,9.968
0.289,0.918,1.125,1.301,1.48,1.591,1.829,3.175,3.25,3.414,3.544,3.577,3.836,4.053,4.534,4.639,4.703,4.949,5.008,5.568,5.645,5.914,6.328,6.428,7.001,7.348,7.386,7.521,7.753,7.923,8.047,8.168,8.213,8.599,9.003,9.08,9.313,9.411,9.507,9.615,9.648,9.749,9.958,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.056,0.167,0.209,0.271,0.713,0.791,0.826,0.973,1.065,1.496,1.547,1.839,2.134,2.555,2.659,2.704,2.818,3.288,3.498,3.807,4.134,4.399,4.432,4.718,4.883,5.004,5.092,5.307,5.528,5.575,6.343,6.634,6.715,6.913,7.246,7.31,7.384,7.676,7.764,7.898,8.157,8.21,8.236,8.39,8.495,8.604,8.716,8.816,8.97,9.096,9.423,9.441,9.808,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.107,0.139,0.417,0.476,0.661,0.976,1.097,1.435,1.583,1.742,1.936,1.974,2.264,2.764,2.841,2.869,2.977,3.11,3.283,3.333,3.517,3.541,3.936,4.093,4.212,4.423,4.445,4.913,4.936,5.017,5.105,5.383,5.557,5.624,6.212,6.491,6.9,6.948,7.501,7.644,7.709,7.774,7.939,8.031,8.141,8.218,8.547,8.816,8.904,9.147,9.228,9.458,9.486,9.539,9.587,9.647,9.803,9.849,9.964,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.16,0.285,0.36,0.425,0.613,0.795,0.888,0.914,1.142,1.207,1.57,1.911,1.956,2.027,2.165,2.639,2.745,2.802,2.892,2.94,3.085,3.362,3.445,3.608,3.917,4.444,4.681,4.907,5.002,5.055,5.199,5.266,5.905,6.108,6.508,6.618,6.912,6.992,7.068,7.324,7.952,8.064,8.288,8.366,8.582,8.832,8.899,9.054,9.294,9.445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.16,0.438,0.499,0.543,0.568,0.631,0.808,1.204,1.348,1.507,1.714,2.568,2.742,2.853,2.916,3.035,3.104,3.215,3.301,3.469,3.825,3.919,4.154,4.243,4.504,4.594,4.631,5.052,5.216,5.289,5.574,5.894,6.497,6.637,6.865,6.907,6.99,7.12,7.154,7.191,7.242,7.648,7.822,8.021,8.275,8.311,8.463,8.722,9.019,9.146,9.415,9.456,9.529,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
