0.245,0.438,0.477,0.689,0.77,1.084,1.243,1.458,1.556,1.718,2.292,2.414,2.512,2.549,2.752,2.878,2.955,3.086,3.528,3.839,4.136,4.876,4.983,5.219,5.359,5.45,5.516,5.669,6.413,6.705,7.404,7.698,7.876,7.93,8.307,8.577,8.672,8.908,9.141,9.627,9.766,9.905,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.059,0.084,0.231,0.34,0.462,0.613,0.896,1.047,1.271,1.547,1.812,1.833,2.111,2.28,2.336,2.648,2.725,3.152,3.201,3.241,3.32,3.52,3.566,3.673,3.839,3.891,4.035,4.189,4.321,4.494,4.609,4.911,5.122,5.327,5.352,5.41,5.85,6.049,6.24,6.299,6.396,6.453,7.029,7.251,7.397,7.629,7.872,7.904,8.139,8.248,8.69,8.851,8.946,9.149,9.233,9.765,9.892,9.916,nan,nan,nan,nan,nan,nan,nan
0.048,0.139,0.173,0.453,0.521,0.592,0.634,0.654,1.077,1.122,1.632,1.813,2.03,2.059,2.124,2.347,2.646,2.783,2.891,3.156,3.314,4.055,4.217,4.334,4.375,4.534,4.563,4.77,4.793,5.025,5.119,5.191,5.3,5.403,5.459,5.5,5.556,5.624,5.7,5.787,6.009,6.331,6.397,6.489,6.837,6.904,7.063,7.103,7.149,7.33,7.694,7.744,7.8,8.159,8.289,8.577,8.651,9.125,9.509,9.55,9.942,nan,nan,nan,nan
0.031,0.201,0.244,0.269,0.448,0.975,1.033,1.198,1.227,1.297,1.352,1.427,1.524,2.094,2.484,2.668,2.734,3.195,3.416,3.487,3.717,4.062,4.203,4.246,4.292,4.344,4.61,4.642,4.862,5.052,5.093,5.377,5.448,5.554,5.589,5.862,5.998,6.54,7.028,7.814,8.031,8.092,8.212,8.245,8.506,8.726,8.831,9.061,9.379,9.455,9.655,9.913,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.576,0.69,0.747,0.883,1.2,1.327,1.39,1.421,1.791,1.909,1.934,2.035,2.059,2.142,2.426,2.467,2.923,3.474,3.924,4.003,4.119,4.159,4.406,4.538,4.705,4.729,4.753,5.273,5.536,5.719,5.742,6.024,6.156,6.422,6.582,7.033,7.202,7.79,7.932,8.11,8.334,8.534,8.565,8.661,8.98,9.024,9.27,9.374,9.487,9.628,9.655,9.906,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.032,0.098,0.596,0.832,1.203,1.302,2.05,2.11,2.554,2.626,2.764,2.807,2.929,3.201,3.628,3.73,3.76,3.865,3.891,4.393,4.449,4.639,4.684,4.734,5.437,5.928,5.981,6.086,6.232,6.351,6.66,6.931,7.015,7.26,7.296,7.448,7.598,7.985,8.06,8.12,8.421,8.503,8.785,8.824,8.948,9.072,9.228,9.413,9.449,9.619,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.24,0.269,0.308,0.359,0.618,0.986,1.077,1.469,1.633,1.721,1.838,1.894,1.951,2.154,2.631,2.759,2.86,2.935,3.038,3.303,3.348,3.57,3.729,3.933,4.272,4.413,4.498,4.616,5.053,5.412,5.928,6.09,6.704,6.786,7.095,7.193,7.281,7.322,7.359,7.42,7.822,7.945,7.998,8.125,8.306,8.537,8.807,8.904,9.09,9.173,9.584,9.599,9.866,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.078,0.27,0.362,0.638,0.742,0.918,0.995,1.371,1.612,1.711,1.75,1.861,1.925,1.979,2.016,2.1,2.267,2.287,3.019,3.109,3.149,3.335,3.469,3.548,3.995,4.045,4.158,4.505,4.564,5.01,5.457,5.641,5.703,5.763,6.043,6.208,6.376,6.522,6.727,6.801,6.905,6.975,7.043,7.25,7.411,7.765,7.832,7.9,7.98,8.357,8.466,8.569,8.749,8.927,9.035,9.116,9.56,9.762,nan,nan,nan,nan,nan,nan,nan
0.221,0.434,0.583,0.644,0.692,0.717,0.901,1.498,1.707,1.736,1.795,1.84,2.104,2.171,2.229,2.281,2.349,3.044,3.213,3.247,3.723,3.811,3.961,4.139,4.238,4.36,4.381,4.57,4.688,4.797,5.198,5.366,5.51,5.54,5.836,6.23,6.361,6.464,6.548,6.795,6.942,7.194,7.238,7.33,7.576,7.708,7.804,7.849,7.968,8.045,8.103,8.202,8.39,8.428,8.47,8.658,8.74,8.873,9.146,9.255,nan,nan,nan,nan,nan
0.393,0.467,0.851,1.136,1.178,1.308,1.345,1.837,2.034,2.089,2.481,2.715,2.886,3.176,3.239,3.272,3.422,3.792,4.128,4.433,4.616,5.048,5.478,5.568,5.688,5.85,6.015,6.036,6.088,6.174,6.335,6.454,6.57,6.65,6.746,6.903,6.985,7.266,7.436,8.696,8.791,8.877,8.926,9.221,9.258,9.688,9.822,9.868,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.242,0.484,0.696,0.849,0.887,1.021,1.086,1.176,1.472,1.534,1.562,2.117,2.689,2.825,2.953,3.066,3.279,3.335,3.449,3.885,3.902,4.293,4.417,4.628,4.683,4.744,4.937,5.182,5.226,5.343,5.915,5.969,6.137,6.72,6.871,6.976,7.197,7.666,7.874,8.044,8.144,8.187,8.418,8.72,8.76,8.9,8.928,8.996,9.273,9.463,9.488,9.527,9.731,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.219,0.395,0.482,0.516,0.573,1.03,1.403,1.598,1.864,2.126,2.286,2.354,2.568,2.728,2.877,2.925,3.097,3.611,3.792,4.074,4.144,4.313,4.381,4.547,4.628,4.767,4.866,4.928,4.96,5.04,5.094,5.276,5.58,5.899,5.988,6.016,6.821,6.926,6.986,7.384,8.246,8.299,8.481,8.646,9.05,9.109,9.369,9.548,9.671,9.706,9.962,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.953,1.117,1.369,1.597,1.627,2.053,2.383,3.099,3.551,3.598,4.006,4.339,4.573,4.637,4.681,4.781,4.835,4.954,5.203,5.325,5.397,5.582,5.61,5.757,5.819,5.908,6.343,6.415,6.51,6.702,6.829,6.885,6.925,7.728,7.863,8.094,8.985,9.109,9.241,9.292,9.408,9.487,9.536,9.602,9.639,9.931,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.124,0.394,0.447,0.478,0.541,0.793,1.09,1.202,1.539,1.586,1.686,1.783,1.841,1.905,2.245,2.4,2.66,3.12,3.169,3.208,3.534,3.681,3.855,4.561,4.7,4.816,4.944,5.545,5.682,5.719,5.927,5.961,5.992,6.403,6.507,6.606,6.965,7.068,7.41,7.464,7.754,7.924,7.998,8.415,8.434,8.532,8.597,8.767,8.952,9.162,9.296,9.381,9.706,9.946,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.135,0.405,1.0,1.351,1.456,1.527,1.71,1.745,1.86,2.071,2.238,2.301,2.475,2.551,2.767,2.969,3.187,3.235,3.368,3.423,3.502,3.541,3.782,3.81,3.9,3.93,4.551,4.598,4.739,5.144,5.215,5.268,5.337,5.668,5.789,6.026,6.272,6.354,6.463,6.48,6.511,6.57,6.634,6.91,7.189,7.341,7.378,7.676,8.102,8.85,8.902,9.264,9.698,9.728,9.862,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.218,0.3,0.622,1.278,1.314,1.379,1.634,1.685,1.834,2.076,2.436,2.68,2.889,2.94,2.985,4.024,4.059,4.178,4.219,4.253,4.42,4.589,4.635,5.073,5.16,5.711,5.804,6.214,6.682,7.074,7.188,7.222,7.275,7.342,7.52,7.702,7.773,7.94,8.304,8.643,8.752,8.826,9.174,9.207,9.353,9.447,9.599,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.057,0.76,0.884,1.116,1.496,1.651,1.751,1.883,1.984,2.103,2.236,2.471,2.887,2.991,3.266,3.415,3.721,3.888,3.933,3.991,4.254,4.309,4.353,4.842,4.884,4.986,5.172,5.452,5.533,5.682,5.744,5.791,5.809,5.972,6.322,6.435,6.63,6.673,6.893,7.476,7.547,7.707,7.889,8.13,8.239,8.308,8.514,8.91,9.025,9.037,9.102,9.222,9.265,9.432,9.57,9.707,9.968,9.992,nan,nan,nan,nan,nan,nan,nan
