0.037,0.15,0.425,0.479,0.538,0.679,1.193,1.335,1.565,1.667,1.831,1.933,1.984,2.152,2.452,2.555,2.602,2.686,3.134,3.25,3.516,3.554,3.582,3.62,3.81,3.856,4.268,4.312,4.372,4.511,4.606,5.028,5.101,5.175,5.402,6.003,6.086,6.176,6.472,6.503,6.868,7.093,7.486,7.636,7.83,7.86,8.317,8.518,8.647,8.766,9.187,9.327,9.599,9.754,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.569,1.469,1.509,1.544,1.835,1.955,2.036,2.138,2.518,2.557,2.69,3.014,3.056,3.106,3.562,3.932,5.408,5.625,5.908,5.964,6.362,6.568,6.857,6.96,7.265,7.371,7.494,7.848,8.091,8.121,8.805,8.84,8.894,9.097,9.178,9.48,9.567,9.854,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.416,0.495,1.255,1.302,1.648,1.858,2.028,2.162,2.355,2.504,3.429,4.079,4.156,4.347,4.551,4.67,4.732,4.794,4.878,4.992,5.32,5.65,5.943,6.011,6.057,6.546,6.738,6.879,7.545,7.673,7.731,7.906,7.951,8.231,8.346,9.476,9.536,9.718,9.93,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.102,0.124,0.325,0.436,0.562,0.791,1.183,1.493,1.693,2.506,2.577,2.633,2.783,2.939,3.138,3.207,3.35,3.806,4.305,4.646,4.841,5.134,5.296,5.865,6.099,6.461,6.661,7.012,7.455,7.639,8.189,8.282,8.516,8.54,9.013,9.074,9.251,9.276,9.613,9.737,9.802,9.948,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.128,0.528,0.654,0.69,0.72,0.843,1.565,1.622,1.69,1.81,2.062,2.101,2.272,2.402,2.589,2.871,2.962,3.105,3.194,3.216,3.575,3.625,3.811,4.135,4.755,4.851,5.15,5.553,5.729,5.782,5.874,6.367,6.443,6.5,6.865,6.935,7.087,7.425,7.522,7.551,7.601,7.667,7.737,7.872,7.994,8.194,8.246,8.304,8.441,8.601,8.808,8.942,9.186,9.505,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.328,0.364,0.904,1.054,1.294,1.435,1.534,1.602,1.738,1.778,1.886,2.03,2.181,2.446,2.514,2.561,2.65,3.309,3.502,3.666,3.776,3.966,4.13,4.244,4.3,4.549,4.642,5.089,5.139,5.619,5.711,5.948,6.246,6.452,6.628,6.765,7.021,7.109,7.403,7.708,7.856,7.942,8.158,8.207,8.239,8.369,8.649,8.774,9.159,9.278,9.389,9.77,9.901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.389,0.467,0.62,0.661,0.716,0.799,0.924,0.997,1.051,1.109,1.173,1.222,1.29,1.781,1.929,2.25,2.476,2.783,3.189,3.411,3.456,4.275,4.442,4.521,4.735,4.811,4.889,5.0,5.109,5.128,5.329,5.529,5.745,5.933,6.387,6.463,6.577,6.713,6.975,7.553,8.2,8.464,9.383,9.421,9.509,9.611,9.897,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.048,0.145,0.213,0.281,0.913,1.337,1.387,1.446,1.5,1.57,1.637,1.936,2.222,2.525,3.016,3.103,3.963,4.656,4.84,5.208,5.275,5.333,5.58,5.63,5.769,6.028,6.556,6.669,6.733,6.789,6.841,6.985,7.334,7.43,7.481,7.7,8.048,8.081,8.322,8.77,9.008,9.195,9.468,9.56,9.631,9.708,9.861,9.909,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.371,0.421,0.507,0.756,1.089,1.278,1.654,1.717,1.836,2.248,2.351,2.756,3.386,3.501,3.671,4.479,4.605,5.081,5.116,5.257,5.445,5.514,5.888,5.953,6.054,6.541,6.597,6.744,6.844,7.122,7.337,7.427,7.647,7.751,7.936,8.298,8.862,8.895,9.053,9.591,9.828,9.859,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.343,0.621,0.838,0.954,1.093,1.218,1.349,1.677,1.784,1.806,1.942,2.126,2.231,2.348,2.608,2.77,2.899,3.058,3.128,3.421,3.538,3.562,3.987,4.653,4.798,4.953,5.086,5.319,5.36,5.396,5.961,6.123,6.222,6.705,6.912,6.981,7.057,7.261,7.797,7.976,8.002,8.041,8.21,8.472,8.615,8.676,8.737,8.804,8.996,9.065,9.106,9.301,9.33,9.373,9.413,9.487,9.537,9.68,9.827,9.94,nan,nan,nan,nan,nan
