0.077,0.287,0.779,1.022,1.638,1.756,1.931,2.005,2.078,2.204,2.243,2.265,2.395,3.054,3.084,3.421,3.631,3.995,4.335,4.594,4.771,4.871,5.19,5.553,5.6,5.709,5.905,6.048,6.103,6.575,7.071,7.79,7.988,8.024,8.29,8.401,8.516,8.858,9.057,9.176,9.549,9.93,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.314,0.361,0.388,0.941,0.974,1.028,1.352,1.411,1.444,1.512,1.757,2.049,2.188,2.232,2.26,2.286,2.481,2.694,2.741,2.912,3.034,3.898,3.964,4.021,4.074,4.125,4.195,4.441,4.455,4.484,4.6,4.786,5.193,5.46,5.846,5.905,6.163,6.525,6.626,6.724,6.846,6.952,7.014,7.38,7.542,7.595,7.721,7.866,8.65,8.876,8.951,9.018,9.353,9.417,9.5,9.697,9.783,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.079,0.332,0.74,0.891,1.115,1.177,1.2,1.532,1.877,2.296,2.31,2.382,2.498,2.904,3.17,3.36,4.13,4.525,4.579,4.796,5.323,5.37,5.445,5.503,5.532,5.586,5.866,6.11,6.175,6.264,6.447,6.521,7.28,7.33,7.622,7.659,7.689,8.049,8.388,8.556,8.711,9.09,9.163,9.435,9.75,9.79,9.873,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.029,0.117,0.532,0.69,0.771,0.964,1.045,1.194,1.547,1.684,1.92,1.95,2.039,2.083,2.359,2.42,2.655,2.73,2.767,3.057,3.211,3.32,3.397,3.557,4.033,4.19,4.253,4.43,4.522,4.709,4.847,4.882,4.945,4.993,5.033,5.136,5.551,5.66,5.756,5.89,5.939,6.082,6.139,6.358,6.443,6.461,6.555,6.831,6.889,7.126,7.482,7.638,7.749,7.988,8.06,8.104,8.34,8.685,9.008,9.108,9.349,9.52,9.663,9.857,9.962,9.991,nan,nan,nan,nan,nan
0.055,0.125,0.396,0.725,0.782,0.982,1.361,1.439,2.244,2.273,2.304,2.367,2.836,3.307,3.521,3.621,4.09,4.2,4.675,5.167,5.712,5.733,5.784,5.828,5.995,6.375,6.673,6.747,6.956,7.247,7.394,7.55,8.263,8.464,8.522,8.549,8.999,9.151,9.229,9.45,9.481,9.695,9.907,9.933,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.224,0.517,0.598,0.702,0.76,0.778,1.13,1.867,2.008,2.13,2.651,3.239,3.56,3.741,3.948,4.155,4.716,4.821,5.548,5.617,5.683,5.757,6.005,6.233,6.267,6.453,6.614,6.681,7.078,7.214,7.336,7.462,7.508,7.552,7.584,7.684,7.757,7.895,9.112,9.5,9.64,9.746,9.793,9.937,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.117,0.378,0.431,0.945,1.156,1.555,1.612,1.662,1.768,1.826,1.934,2.15,2.227,2.947,3.1,3.493,3.664,3.898,4.006,4.04,4.298,4.421,4.946,5.104,5.333,5.377,5.506,5.595,5.758,5.785,5.982,6.55,6.812,6.863,6.925,7.354,7.75,7.861,8.203,8.346,8.521,8.797,8.906,9.097,9.183,9.513,9.878,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.179,0.238,0.413,0.485,0.573,0.761,1.153,1.419,1.515,1.594,1.919,2.122,2.2,2.255,2.362,2.494,2.748,3.208,3.476,3.509,3.787,3.861,3.992,4.035,4.471,4.57,4.656,4.691,4.917,5.217,5.319,5.405,5.547,5.713,5.994,6.064,6.082,6.288,6.5,6.754,6.805,6.887,6.941,7.005,7.314,7.396,7.451,7.712,8.565,8.809,9.099,9.22,9.46,9.66,9.875,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.126,0.277,1.02,1.275,1.46,1.962,2.187,2.325,2.377,2.7,2.975,3.073,3.2,3.284,3.417,3.555,3.607,3.656,4.167,4.287,4.469,4.862,4.937,4.966,5.241,5.854,5.98,6.117,6.247,6.37,6.477,6.806,7.008,7.687,7.899,8.064,8.474,8.698,9.074,9.147,9.317,9.527,9.748,9.831,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.728,0.904,1.249,1.704,1.953,2.588,2.638,2.717,2.789,3.01,3.125,3.201,3.249,3.473,3.815,3.923,4.181,4.219,4.273,4.453,4.749,4.86,4.948,5.039,5.291,5.414,6.045,6.149,6.196,6.291,6.792,7.148,7.279,7.681,7.833,8.004,8.056,8.282,8.354,8.4,8.571,8.725,9.019,9.055,9.257,9.379,9.513,9.765,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.067,0.225,0.377,0.928,1.062,1.612,2.052,2.258,2.303,2.335,2.417,2.587,2.906,3.012,3.076,3.237,3.765,3.838,3.943,4.141,4.285,4.359,4.464,4.962,5.029,5.214,5.666,5.718,5.89,6.119,6.247,6.352,7.038,8.084,8.23,8.527,8.556,8.672,9.216,9.675,9.769,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.152,0.434,0.606,0.856,1.015,1.406,1.471,2.036,2.279,2.641,2.841,2.904,3.048,3.118,3.278,3.397,3.649,4.002,4.065,4.315,4.621,4.869,5.191,5.273,5.535,5.662,5.879,5.981,6.191,6.509,7.425,7.871,7.911,8.482,8.833,8.975,9.177,9.236,9.382,9.663,9.814,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.412,0.685,0.999,1.017,1.043,1.239,1.289,1.504,1.7,2.359,2.418,2.449,2.567,2.668,3.225,3.646,3.695,3.813,3.967,4.178,4.298,4.416,4.449,4.654,4.991,5.162,5.625,5.664,5.87,6.089,6.221,6.355,6.473,6.502,6.693,6.827,6.893,7.023,7.101,7.217,7.501,7.786,8.184,8.431,8.555,8.776,9.179,9.336,9.527,9.571,9.698,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.093,0.146,0.22,0.277,0.402,0.545,0.937,1.095,1.193,1.305,1.376,2.056,2.173,2.332,2.434,2.607,2.802,2.84,3.786,3.861,3.914,4.539,5.261,5.303,5.532,5.696,6.034,6.211,6.411,6.631,6.934,7.204,7.339,7.507,7.563,7.615,7.792,7.847,7.946,8.261,8.809,9.113,9.154,9.329,9.743,9.848,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.529,0.911,0.998,1.152,1.2,1.644,2.198,2.225,2.275,2.464,2.648,2.706,2.765,2.859,3.229,3.335,3.373,3.501,3.741,3.803,3.934,4.125,4.281,4.382,4.433,5.031,5.562,6.274,6.388,6.817,6.914,7.53,7.676,8.038,8.22,8.272,8.388,8.415,8.544,8.922,9.127,9.282,9.544,9.697,9.884,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.054,0.091,0.153,0.228,0.286,0.404,0.472,0.553,0.713,0.84,1.151,1.268,1.75,1.789,2.196,2.246,2.315,2.469,2.633,2.984,3.022,3.452,4.048,4.256,4.401,4.53,4.593,4.824,4.891,5.081,5.142,5.247,5.34,5.426,5.838,6.101,6.376,6.457,6.635,6.696,6.766,6.808,7.255,7.299,7.33,7.416,7.476,7.769,8.034,8.643,8.741,9.057,9.299,9.331,9.441,9.736,9.784,9.992,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.054,0.169,0.447,0.637,1.284,1.325,1.523,1.706,1.762,1.967,2.052,2.408,2.478,2.644,2.989,3.056,3.122,3.612,3.744,3.864,4.002,4.287,4.307,4.587,4.652,4.775,4.831,4.919,4.954,5.101,5.292,5.413,5.909,6.048,6.55,6.772,6.858,7.037,7.092,7.461,7.57,7.626,7.662,7.83,8.138,8.563,8.645,8.774,9.232,9.604,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.249,0.451,0.546,0.604,0.752,1.0,1.094,1.491,1.581,1.642,1.711,1.882,1.922,2.515,3.023,3.188,3.875,3.921,4.162,4.259,4.286,4.964,5.058,5.363,5.468,5.7,5.739,5.836,6.084,6.216,6.312,6.563,6.636,6.806,6.902,6.933,7.072,7.161,7.284,7.447,7.535,7.818,8.147,8.77,8.968,9.353,9.611,9.666,9.691,9.746,9.92,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.216,0.246,0.336,0.856,0.935,0.994,1.071,1.095,1.128,1.439,1.865,1.951,2.04,2.15,2.401,2.482,2.71,3.143,3.272,3.403,3.483,3.708,4.089,4.246,4.524,4.615,4.711,4.755,4.817,4.972,5.041,5.34,6.162,6.213,6.618,6.952,6.98,7.068,7.448,7.492,7.927,8.045,8.079,8.383,8.52,8.565,8.942,9.015,9.275,9.539,9.57,9.823,9.912,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.108,1.031,1.27,1.32,1.382,1.472,1.611,1.66,1.738,2.594,2.631,2.711,2.818,3.093,3.17,3.36,3.462,3.666,4.07,4.168,4.205,4.254,4.448,4.618,4.725,4.769,5.098,5.331,5.656,6.274,6.547,6.849,6.957,7.181,7.421,7.989,8.024,8.089,8.155,8.29,8.505,8.91,9.128,9.412,9.994,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.057,0.353,0.549,0.578,0.742,0.943,1.096,1.424,1.447,1.537,1.938,2.01,2.069,2.417,2.519,2.712,2.915,3.058,3.132,3.512,4.138,4.427,4.689,4.732,4.807,5.025,5.144,5.536,6.179,6.233,6.355,6.394,6.549,6.632,6.778,6.981,7.072,7.133,7.308,7.471,7.531,7.572,7.605,7.728,7.777,8.262,8.554,8.608,9.188,9.265,9.654,9.793,9.845,9.935,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.024,0.101,0.399,0.516,0.709,0.989,1.029,1.085,1.155,1.179,1.394,1.578,1.774,1.862,2.694,3.219,3.301,3.715,3.981,4.081,4.128,4.145,4.319,4.418,4.486,4.65,4.954,5.193,5.619,5.723,5.797,5.842,6.055,6.236,6.307,6.457,6.509,6.698,6.996,7.036,7.066,7.091,7.252,7.521,7.658,7.915,8.044,8.251,8.295,8.337,8.429,8.626,8.752,8.869,9.112,9.257,9.398,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.362,0.436,0.874,0.905,1.417,1.698,2.315,2.374,2.685,2.786,2.859,3.187,3.741,4.692,4.818,4.939,5.005,5.07,5.388,5.531,5.637,5.899,6.066,6.402,6.674,6.758,6.986,7.15,7.282,7.361,7.489,7.66,7.712,7.861,8.939,9.051,9.402,9.466,9.648,9.684,9.839,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.162,0.243,0.34,0.712,0.753,0.821,1.011,1.208,1.365,1.546,1.613,1.799,2.196,2.233,2.796,3.397,3.459,3.569,3.632,4.006,4.147,4.389,4.541,4.644,4.937,5.099,5.305,5.378,5.474,5.67,5.78,5.943,6.026,6.292,7.146,7.256,7.585,7.646,7.726,7.802,8.2,8.327,8.4,8.835,9.228,9.293,9.483,9.796,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.079,0.178,0.327,0.351,0.508,0.728,0.959,1.115,1.228,1.432,1.702,1.747,2.096,2.151,2.556,2.63,3.134,3.221,3.358,3.528,3.578,3.756,3.845,4.043,4.317,4.406,4.473,4.541,4.84,5.093,5.186,5.33,5.546,5.745,5.824,6.058,6.43,6.509,6.692,6.722,6.779,7.011,7.112,7.278,7.449,7.874,7.96,8.178,8.209,8.232,8.297,8.683,8.945,9.038,9.265,9.866,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.052,0.348,0.375,0.544,0.618,0.67,1.099,1.185,1.232,1.344,1.438,1.451,1.577,1.654,1.718,1.813,1.844,2.259,2.288,2.327,2.531,2.642,2.677,2.888,3.05,3.159,3.175,3.259,3.452,3.521,3.615,3.728,3.763,3.856,4.097,4.129,4.209,4.316,4.384,4.461,4.516,4.563,4.612,4.686,4.937,5.09,5.239,5.609,5.715,6.08,6.096,6.115,6.295,6.334,6.409,6.837,7.336,7.649,7.776,7.946,8.032,8.104,8.173,8.2,8.702,8.847,8.995,9.12,9.287,9.661,9.93
0.136,0.414,0.516,1.047,1.197,1.339,1.521,1.626,1.652,1.744,2.03,2.289,2.579,3.074,3.139,3.167,4.601,5.121,5.166,5.307,5.561,5.915,5.933,6.176,6.235,6.347,6.416,6.527,6.596,6.687,6.834,6.895,7.27,7.619,7.825,7.924,8.143,8.289,8.308,8.506,8.836,9.214,9.323,9.753,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.073,0.168,0.39,0.433,0.793,0.985,1.033,1.275,1.655,1.76,2.371,2.577,3.247,3.93,4.207,4.614,4.68,4.773,5.212,5.263,5.317,5.382,5.432,5.761,5.955,6.109,6.176,6.72,7.233,7.348,7.533,7.601,7.656,7.938,8.641,9.005,9.299,9.758,9.813,9.923,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.132,0.288,0.529,0.648,0.818,1.223,1.311,1.351,1.428,1.716,1.818,2.064,2.097,2.124,2.444,2.897,3.161,3.189,3.32,3.383,3.682,4.003,4.36,4.428,4.726,4.78,5.083,5.342,5.5,5.884,6.011,6.161,6.22,6.433,6.917,7.138,7.215,7.324,7.647,7.834,7.991,8.16,8.349,8.842,9.04,9.25,9.72,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.037,0.166,0.194,0.911,0.947,1.193,1.573,2.4,2.577,2.836,2.853,2.892,2.929,2.967,2.992,3.014,3.068,3.122,3.471,3.523,4.48,4.73,4.856,4.898,4.942,5.029,5.078,5.386,5.867,5.972,6.131,6.28,6.395,6.649,6.886,7.006,7.029,7.151,7.357,7.894,8.183,8.254,8.529,8.926,9.169,9.541,9.596,9.939,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
