0.235,0.37,0.684,0.705,0.825,0.961,1.122,1.146,1.676,1.81,1.949,2.131,2.321,2.484,2.807,3.304,3.424,3.489,3.59,3.648,3.684,4.006,4.432,4.501,4.695,4.873,5.146,5.379,5.486,5.521,5.758,5.96,6.25,6.457,6.674,7.102,7.175,7.37,7.398,7.432,7.487,7.808,7.871,8.203,8.32,8.358,8.472,8.512,8.583,8.929,8.975,9.003,9.136,9.216,9.349,9.377,9.564,9.744,9.882,nan,nan,nan,nan
0.16,0.701,1.047,1.443,1.955,2.037,2.07,2.352,2.519,2.616,2.687,2.72,2.937,2.961,3.294,3.376,3.78,3.942,4.107,4.162,4.269,4.596,4.749,4.98,5.095,5.581,5.63,5.79,5.966,6.022,6.111,6.859,6.958,7.229,7.305,7.435,7.6,7.74,7.801,7.885,8.229,8.555,8.627,8.733,9.354,9.497,9.519,9.614,9.684,9.839,9.885,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.09,0.217,0.299,0.652,0.866,1.139,1.202,1.578,1.611,2.123,2.168,2.33,2.54,2.817,3.268,3.712,3.854,4.028,4.24,4.618,4.791,4.908,5.132,5.201,5.444,5.747,5.864,5.951,6.006,6.078,7.006,7.209,7.432,7.463,7.876,7.967,8.242,8.502,8.842,8.866,9.117,9.504,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.066,0.148,0.233,0.488,1.279,1.305,1.392,1.697,1.812,1.871,1.906,2.005,2.271,2.341,2.53,2.582,2.605,2.998,3.573,3.79,3.901,4.177,4.292,4.376,4.521,4.849,4.98,5.06,5.166,5.862,5.895,5.927,6.447,6.53,6.567,6.603,6.683,7.494,7.813,7.872,7.979,8.053,8.111,8.456,8.554,8.776,9.114,9.227,9.904,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.256,0.283,0.379,0.48,0.682,0.934,1.001,1.048,1.112,1.435,1.5,1.812,2.194,2.739,3.015,3.053,3.133,3.319,3.808,3.915,4.308,4.855,4.957,5.132,6.336,6.368,6.452,6.544,7.101,7.273,7.484,7.57,7.688,7.787,7.829,7.986,8.332,8.48,8.572,8.738,8.949,9.116,9.767,9.821,9.93,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.122,0.65,0.71,0.965,1.6,1.949,2.062,2.15,2.249,2.375,2.478,2.877,3.007,3.149,3.183,4.027,4.066,4.116,4.244,4.418,4.483,4.617,4.769,5.001,5.191,5.59,5.868,6.192,6.232,6.402,6.522,6.67,6.726,7.364,7.582,7.746,7.846,8.254,8.505,8.718,9.182,9.284,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.136,0.485,0.593,0.769,0.918,1.011,1.372,1.405,1.523,1.739,1.893,1.955,1.994,2.23,2.343,2.605,2.844,3.017,3.162,3.251,3.421,3.575,3.982,4.87,4.972,5.132,5.585,5.613,5.976,6.301,6.523,6.812,7.504,7.94,8.092,8.315,8.496,8.615,8.902,9.267,9.411,9.532,9.81,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.279,0.323,0.385,0.774,0.866,1.488,1.712,1.94,2.03,2.202,2.368,2.41,2.65,2.683,2.878,3.26,3.292,3.424,3.47,3.758,3.802,3.862,3.976,4.188,4.444,4.902,5.308,5.619,5.807,5.855,5.925,6.123,6.453,7.102,7.374,7.546,8.106,8.18,8.371,8.618,8.763,8.947,9.022,9.355,9.52,9.61,9.972,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.095,0.182,0.581,0.708,1.062,1.101,1.203,1.78,1.951,1.99,2.181,2.323,2.385,2.442,2.892,2.93,3.071,3.108,3.5,3.581,3.948,3.975,4.052,4.325,4.398,4.445,4.506,4.532,4.614,4.825,4.969,5.297,5.635,5.659,5.688,5.749,6.05,6.223,6.659,6.785,6.964,7.566,7.666,7.87,8.016,8.037,8.368,8.593,8.674,9.026,9.093,9.442,9.502,9.545,9.734,9.859,nan,nan,nan,nan,nan,nan,nan
0.362,0.781,0.867,1.078,1.43,1.613,1.646,1.697,1.892,2.117,2.34,2.465,2.834,3.009,3.057,3.084,3.222,3.269,3.504,4.093,4.579,4.829,4.862,5.171,5.653,5.939,6.724,6.887,7.533,7.787,7.844,7.88,7.997,8.106,8.354,8.487,8.579,8.67,8.734,8.914,9.103,9.218,9.323,9.647,9.817,9.914,9.985,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.117,0.153,0.3,0.513,0.625,1.371,1.619,1.887,1.961,2.26,2.415,2.604,2.729,2.766,2.906,2.968,3.22,3.29,4.119,4.305,4.499,4.538,4.712,4.75,4.952,5.31,5.541,5.742,5.909,6.106,6.45,6.883,7.215,7.417,7.455,7.558,7.983,8.378,8.433,8.467,8.637,8.825,9.0,9.423,9.539,9.669,9.705,9.848,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.072,0.193,0.352,0.682,0.908,1.569,1.87,2.047,2.143,2.292,2.341,2.408,2.583,2.701,2.725,3.244,3.381,3.481,3.888,3.934,4.161,4.253,4.707,4.943,5.284,5.68,6.007,6.172,6.251,6.278,6.828,7.529,7.595,7.769,7.825,7.911,8.127,8.373,8.537,8.71,8.895,9.048,9.195,9.315,9.808,9.857,9.919,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.161,0.235,0.781,0.842,0.925,0.967,1.189,1.243,1.774,2.234,2.297,2.489,2.58,3.035,3.211,3.382,3.798,3.898,4.102,4.493,4.608,4.729,4.83,4.935,4.957,5.01,5.052,5.148,5.404,5.594,5.69,5.752,5.807,5.851,5.941,6.225,6.253,6.421,6.693,6.824,6.991,7.076,7.122,7.172,7.312,7.456,7.788,8.132,8.26,8.429,9.282,9.945,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.218,0.663,0.734,0.768,0.804,0.839,1.04,1.33,1.434,1.457,1.67,1.728,1.804,1.881,2.178,2.343,2.494,2.664,2.941,3.029,3.081,3.208,3.333,3.39,3.736,3.927,3.983,4.477,4.639,4.942,5.0,5.074,5.267,5.37,5.393,6.02,6.285,6.848,7.067,7.083,7.473,7.507,7.887,7.928,7.984,8.134,8.182,8.333,8.893,9.008,9.038,9.112,9.581,9.804,9.932,9.992,nan,nan,nan,nan,nan,nan,nan
0.126,0.299,0.555,0.944,1.123,1.261,1.31,1.463,1.511,1.639,1.85,1.9,2.035,2.491,3.322,3.761,3.974,4.03,4.114,4.311,4.362,4.527,4.551,4.612,4.79,5.578,5.996,6.084,6.13,6.266,6.328,6.552,6.688,6.976,7.2,7.386,7.577,7.607,7.696,7.818,8.279,8.349,8.475,8.828,9.066,9.157,9.451,9.471,9.721,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.156,0.517,0.735,1.022,1.077,1.337,1.712,2.025,2.083,2.342,2.539,2.584,3.029,3.142,3.181,3.362,3.615,3.651,3.764,3.87,4.05,4.145,4.239,4.684,4.807,5.192,5.361,5.44,5.487,6.25,6.488,6.574,6.646,7.16,7.207,7.765,7.994,8.247,8.452,8.706,9.208,9.382,9.478,9.626,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.098,0.249,0.429,0.951,1.182,1.598,1.652,1.848,2.396,2.425,2.56,2.614,2.699,2.819,2.892,2.984,3.204,3.305,3.372,3.432,3.576,3.625,3.819,4.05,4.524,4.564,4.932,5.233,5.687,5.808,5.872,6.147,6.278,6.513,6.717,6.831,6.948,6.969,7.133,7.153,7.45,7.593,7.631,7.961,7.996,8.044,8.084,8.353,8.584,8.987,9.191,9.443,9.673,9.709,9.92,nan,nan,nan,nan,nan,nan,nan,nan
