0.052,0.188,0.23,0.279,0.352,0.393,0.42,0.488,0.63,0.677,0.777,0.798,0.898,0.938,1.003,1.027,1.084,1.107,1.214,1.401,1.614,1.641,1.761,1.896,2.074,2.167,2.204,2.256,2.352,2.419,2.442,2.729,2.815,3.034,3.077,3.21,3.256,3.332,3.36,3.404,3.467,3.55,3.581,3.628,3.742,3.787,3.83,3.879,3.899,3.931,3.991,4.07,4.094,4.177,4.24,4.309,4.377,4.41,4.467,4.516,4.561,4.594,4.729,4.845,4.998,5.107,5.222,5.333,5.367,5.448,5.591,5.71,5.796,5.859,5.969,5.998,6.076,6.117,6.209,6.276,6.344,6.379,6.486,6.587,6.753,6.802,6.839,6.901,6.963,6.978,7.054,7.101,7.161,7.184,7.213,7.254,7.273,7.289,7.32,7.481,7.502,7.583,7.608,7.645,7.682,7.942,7.965,8.066,8.088,8.112,8.168,8.2,8.229,8.255,8.307,8.327,8.444,8.488,8.557,8.596,8.651,8.703,8.73,8.777,8.853,8.891,8.936,8.952,9.067,9.093,9.281,9.347,9.457,9.502,9.531,9.574,9.593,9.724,9.754,9.95,9.985,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.156,0.246,0.342,0.417,0.531,0.666,0.688,0.848,0.877,0.998,1.017,1.187,1.21,1.276,1.401,1.463,1.486,1.521,1.566,1.652,1.685,1.894,1.976,2.009,2.087,2.17,2.245,2.28,2.332,2.438,2.533,2.606,2.635,2.659,2.81,2.847,2.865,2.927,3.073,3.195,3.261,3.275,3.317,3.499,3.525,3.665,3.824,3.983,4.044,4.09,4.145,4.428,4.466,4.619,4.678,4.72,4.826,4.853,4.9,4.955,4.999,5.099,5.154,5.273,5.33,5.425,5.474,5.485,5.631,5.702,5.778,5.816,5.841,5.851,5.933,6.016,6.156,6.19,6.299,6.353,6.582,6.609,6.66,6.683,6.76,6.803,6.857,6.941,6.984,7.022,7.094,7.156,7.223,7.33,7.382,7.481,7.52,7.544,7.572,7.611,7.653,7.751,7.929,7.996,8.046,8.129,8.155,8.312,8.383,8.434,8.48,8.496,8.64,8.695,8.829,8.872,9.081,9.109,9.193,9.23,9.342,9.407,9.495,9.568,9.61,9.67,9.725,9.814,9.87,9.888,9.985,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.072,0.126,0.19,0.294,0.336,0.394,0.458,0.512,0.547,0.579,0.63,0.738,0.808,0.84,0.921,1.03,1.049,1.101,1.162,1.244,1.277,1.472,1.531,1.549,1.568,1.676,1.727,1.765,1.848,1.874,1.898,2.052,2.096,2.137,2.17,2.25,2.39,2.458,2.5,2.53,2.59,2.617,2.681,2.719,2.803,2.904,2.952,3.038,3.103,3.157,3.223,3.256,3.313,3.367,3.449,3.56,3.672,3.708,3.887,3.903,4.104,4.184,4.303,4.44,4.461,4.494,4.634,4.651,4.672,4.7,4.736,4.754,4.916,4.965,4.998,5.026,5.043,5.247,5.401,5.564,5.663,5.679,5.76,5.814,5.88,5.893,5.931,6.0,6.031,6.093,6.157,6.18,6.229,6.264,6.435,6.492,6.586,6.779,6.933,6.981,7.051,7.104,7.135,7.195,7.207,7.224,7.315,7.519,7.544,7.627,7.666,7.712,7.744,7.901,7.964,8.063,8.093,8.136,8.23,8.328,8.462,8.545,8.567,8.595,8.831,8.861,8.939,9.061,9.14,9.194,9.239,9.306,9.601,9.715,9.793,9.846,9.973,9.994,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.021,0.06,0.135,0.149,0.186,0.262,0.385,0.406,0.465,0.624,0.701,0.74,0.922,0.995,1.1,1.125,1.222,1.255,1.339,1.372,1.436,1.481,1.635,1.658,1.716,1.745,1.8,1.832,1.903,1.926,1.995,2.053,2.137,2.169,2.184,2.253,2.272,2.435,2.487,2.508,2.525,2.63,2.666,2.706,2.751,2.895,2.991,3.023,3.049,3.077,3.258,3.301,3.449,3.483,3.535,3.666,3.744,3.773,3.872,3.935,4.015,4.041,4.156,4.173,4.236,4.379,4.568,4.607,4.699,4.763,4.824,4.879,4.905,4.997,5.02,5.054,5.16,5.237,5.386,5.683,5.716,5.748,5.863,5.937,6.071,6.172,6.196,6.255,6.288,6.335,6.37,6.402,6.484,6.761,6.836,6.941,6.968,6.994,7.177,7.251,7.277,7.324,7.336,7.42,7.578,7.645,7.7,7.751,7.815,7.875,7.95,8.112,8.149,8.193,8.216,8.307,8.327,8.389,8.423,8.496,8.52,8.574,8.598,8.759,8.78,8.798,8.842,8.923,8.956,8.983,9.077,9.191,9.45,9.584,9.614,9.766,9.785,9.84,9.855,9.882,9.926,9.967,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.173,0.251,0.278,0.315,0.343,0.433,0.471,0.491,0.56,0.631,0.667,0.746,0.791,0.912,0.971,1.021,1.056,1.081,1.146,1.237,1.288,1.398,1.461,1.484,1.708,1.766,1.857,1.987,2.019,2.135,2.205,2.243,2.307,2.413,2.451,2.496,2.519,2.63,2.69,2.938,2.973,3.003,3.038,3.188,3.214,3.28,3.325,3.372,3.407,3.447,3.627,3.663,3.699,3.728,3.776,3.802,3.831,3.978,4.071,4.158,4.183,4.247,4.295,4.315,4.393,4.467,4.517,4.641,4.715,4.744,4.812,4.979,4.992,5.056,5.136,5.333,5.486,5.579,5.645,5.673,5.697,5.747,5.764,5.866,5.962,5.988,6.015,6.114,6.149,6.179,6.254,6.313,6.353,6.456,6.501,6.533,6.641,6.698,6.737,6.795,6.863,6.892,7.056,7.104,7.218,7.26,7.345,7.388,7.458,7.507,7.558,7.6,7.743,7.792,7.889,7.936,7.996,8.089,8.147,8.223,8.324,8.426,8.459,8.485,8.509,8.546,8.584,8.684,8.739,8.778,8.845,8.902,8.935,8.999,9.163,9.195,9.261,9.47,9.509,9.61,9.628,9.724,9.833,9.932,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.057,0.087,0.111,0.151,0.379,0.402,0.519,0.539,0.625,0.649,0.687,0.744,0.779,0.833,0.934,1.051,1.124,1.284,1.366,1.432,1.468,1.523,1.55,1.652,1.69,1.783,1.873,1.897,1.948,1.989,2.077,2.176,2.228,2.299,2.401,2.515,2.535,2.64,2.733,2.772,2.854,2.885,2.903,2.915,2.996,3.046,3.08,3.115,3.193,3.24,3.271,3.304,3.375,3.49,3.566,3.786,3.824,3.893,3.935,3.986,4.017,4.057,4.108,4.154,4.279,4.344,4.395,4.471,4.491,4.619,4.7,4.831,4.849,4.881,4.924,5.01,5.031,5.252,5.3,5.378,5.415,5.456,5.55,5.682,5.711,5.756,5.896,5.994,6.027,6.159,6.19,6.243,6.313,6.421,6.458,6.513,6.554,6.642,6.915,6.997,7.09,7.125,7.175,7.285,7.347,7.434,7.494,7.517,7.559,7.597,7.85,7.905,7.938,7.961,8.017,8.21,8.251,8.286,8.415,8.461,8.529,8.586,8.676,8.856,8.916,8.98,9.017,9.269,9.355,9.464,9.56,9.668,9.883,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.036,0.102,0.126,0.353,0.414,0.469,0.538,0.578,0.749,0.824,0.893,0.935,0.986,1.037,1.142,1.274,1.335,1.368,1.483,1.532,1.59,1.629,1.693,1.8,1.845,1.875,1.899,1.942,1.967,2.018,2.074,2.149,2.172,2.281,2.326,2.488,2.535,2.667,2.715,2.767,2.854,2.875,2.934,2.986,3.075,3.165,3.2,3.267,3.327,3.387,3.41,3.463,3.497,3.562,3.6,3.721,3.748,3.862,3.953,4.013,4.068,4.127,4.15,4.224,4.368,4.471,4.492,4.689,4.726,4.824,4.877,4.984,5.107,5.14,5.265,5.318,5.421,5.449,5.635,5.676,5.806,5.873,5.893,6.069,6.094,6.118,6.187,6.232,6.291,6.332,6.493,6.588,6.616,6.724,6.747,6.867,7.033,7.089,7.177,7.238,7.287,7.366,7.426,7.526,7.595,7.678,7.715,7.753,7.781,7.849,7.862,8.07,8.09,8.121,8.178,8.22,8.25,8.322,8.366,8.543,8.615,8.65,8.737,8.81,8.843,8.914,8.998,9.142,9.206,9.262,9.465,9.534,9.625,9.697,9.73,9.794,9.882,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.098,0.244,0.272,0.313,0.371,0.623,0.651,0.755,0.809,0.836,0.865,0.981,1.178,1.296,1.442,1.49,1.624,1.666,1.684,1.86,1.886,1.971,2.113,2.149,2.305,2.331,2.552,2.607,2.616,2.793,3.003,3.051,3.152,3.205,3.239,3.289,3.334,3.366,3.544,3.624,3.668,3.762,3.811,3.861,4.078,4.108,4.219,4.271,4.322,4.392,4.419,4.467,4.613,4.639,4.768,4.789,4.865,4.889,4.963,5.161,5.288,5.316,5.465,5.51,5.607,5.622,5.647,5.692,5.735,5.809,5.953,6.028,6.113,6.177,6.276,6.557,6.697,6.764,6.817,6.909,6.928,7.038,7.167,7.207,7.279,7.338,7.466,7.736,7.751,7.885,7.907,7.956,8.141,8.155,8.215,8.247,8.298,8.385,8.405,8.448,8.519,8.689,8.706,8.759,8.774,8.809,8.854,9.033,9.074,9.172,9.25,9.274,9.31,9.384,9.485,9.688,9.737,9.832,9.894,9.929,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.094,0.14,0.178,0.498,0.542,0.571,0.632,0.694,0.778,0.862,0.892,1.018,1.079,1.146,1.175,1.25,1.39,1.539,1.666,1.707,1.735,1.759,1.79,1.845,1.897,1.94,2.027,2.089,2.115,2.258,2.324,2.38,2.397,2.48,2.624,2.743,2.816,2.853,2.907,2.991,3.028,3.16,3.298,3.32,3.353,3.4,3.462,3.49,3.571,3.611,3.636,3.843,3.87,3.947,3.962,4.201,4.22,4.283,4.33,4.385,4.409,4.455,4.494,4.589,4.702,4.821,4.932,5.007,5.042,5.143,5.173,5.399,5.444,5.491,5.514,5.539,5.601,5.754,5.787,5.849,5.892,6.055,6.134,6.298,6.353,6.382,6.448,6.484,6.606,6.771,6.786,6.868,6.912,6.977,7.026,7.197,7.294,7.359,7.397,7.459,7.537,7.637,7.656,7.696,7.762,7.797,7.815,7.89,8.136,8.27,8.357,8.435,8.463,8.59,8.654,8.774,8.842,9.009,9.036,9.064,9.142,9.177,9.237,9.277,9.295,9.333,9.393,9.465,9.558,9.583,9.641,9.807,9.845,9.919,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.069,0.256,0.356,0.538,0.583,0.769,0.855,0.891,0.927,1.062,1.132,1.218,1.292,1.406,1.456,1.486,1.559,1.614,1.668,1.781,1.813,1.859,1.905,1.947,1.976,2.075,2.132,2.169,2.293,2.39,2.417,2.466,2.636,2.719,2.771,2.857,2.943,2.987,3.016,3.078,3.152,3.2,3.314,3.421,3.442,3.521,3.676,3.799,3.981,4.031,4.325,4.444,4.597,4.663,4.724,4.757,4.777,4.834,4.9,5.015,5.052,5.116,5.229,5.268,5.331,5.427,5.487,5.521,5.759,5.8,5.872,5.922,6.005,6.212,6.437,6.472,6.56,6.592,6.635,6.679,6.713,6.739,6.857,6.916,6.962,7.105,7.296,7.324,7.341,7.433,7.469,7.536,7.586,7.642,7.678,7.714,7.77,7.884,8.025,8.067,8.128,8.263,8.359,8.385,8.43,8.453,8.504,8.683,8.832,8.861,8.939,8.98,9.085,9.121,9.187,9.246,9.356,9.396,9.414,9.514,9.559,9.6,9.653,9.717,9.735,9.784,9.901,9.985,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
