0.179,0.238,0.321,0.351,0.425,0.464,0.525,0.646,0.671,0.748,0.863,0.897,0.932,1.022,1.054,1.119,1.209,1.261,1.388,1.419,1.517,1.56,1.665,1.71,1.84,1.99,2.052,2.083,2.123,2.148,2.216,2.345,2.375,2.397,2.41,2.435,2.473,2.539,2.57,2.603,2.654,2.734,2.791,2.868,2.946,2.996,3.195,3.362,3.434,3.462,3.649,3.678,3.736,3.839,3.905,3.943,3.986,4.02,4.034,4.095,4.211,4.348,4.396,4.548,4.59,4.626,4.715,4.738,4.844,5.078,5.157,5.212,5.304,5.334,5.365,5.467,5.491,5.524,5.551,5.575,5.605,5.638,5.801,5.86,5.921,5.987,6.053,6.099,6.133,6.223,6.285,6.4,6.509,6.6,6.959,7.144,7.178,7.212,7.255,7.288,7.319,7.468,7.574,7.596,7.636,7.688,7.717,7.793,7.83,7.863,7.923,8.045,8.074,8.104,8.158,8.292,8.315,8.384,8.401,8.445,8.568,8.628,8.655,8.706,8.807,8.859,9.107,9.137,9.224,9.259,9.335,9.365,9.386,9.468,9.508,9.569,9.603,9.748,9.77,9.877,9.936,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.058,0.077,0.151,0.223,0.252,0.294,0.324,0.393,0.443,0.488,0.59,0.656,0.718,0.805,0.867,0.982,1.011,1.036,1.067,1.107,1.221,1.315,1.489,1.629,1.73,1.755,1.978,2.049,2.101,2.214,2.27,2.367,2.439,2.5,2.565,2.583,2.613,2.648,2.667,2.842,2.936,3.026,3.064,3.111,3.138,3.201,3.229,3.275,3.301,3.383,3.412,3.46,3.513,3.559,3.616,3.726,3.777,3.88,3.916,3.935,4.021,4.067,4.115,4.19,4.22,4.314,4.372,4.399,4.473,4.493,4.525,4.635,4.656,4.716,4.762,4.953,5.052,5.154,5.176,5.193,5.209,5.249,5.307,5.383,5.479,5.531,5.603,5.67,5.767,5.86,5.994,6.054,6.082,6.114,6.155,6.184,6.26,6.419,6.524,6.558,6.631,6.693,6.777,6.818,6.884,7.034,7.066,7.14,7.172,7.208,7.356,7.381,7.399,7.573,7.632,7.663,7.708,7.786,7.88,7.904,7.994,8.035,8.121,8.168,8.243,8.298,8.382,8.417,8.462,8.527,8.583,8.607,8.67,8.707,8.869,8.951,9.053,9.193,9.297,9.411,9.451,9.472,9.546,9.594,9.618,9.8,9.826,9.88,9.99,nan,nan,nan,nan,nan,nan
0.036,0.054,0.084,0.113,0.15,0.168,0.29,0.32,0.436,0.492,0.506,0.57,0.609,0.628,0.808,0.881,0.922,0.967,0.991,1.028,1.066,1.266,1.304,1.567,1.585,1.654,1.754,1.781,1.875,1.955,1.991,2.057,2.104,2.233,2.273,2.32,2.374,2.439,2.559,2.645,2.683,2.702,2.728,2.784,3.054,3.119,3.177,3.21,3.34,3.42,3.46,3.507,3.556,3.684,3.781,3.904,4.004,4.085,4.181,4.24,4.397,4.421,4.47,4.62,4.642,4.719,4.779,4.87,4.941,4.96,5.03,5.078,5.138,5.21,5.237,5.291,5.315,5.332,5.383,5.448,5.509,5.526,5.58,5.607,5.707,5.73,5.815,5.828,5.923,5.949,5.994,6.036,6.109,6.155,6.183,6.285,6.372,6.421,6.444,6.466,6.567,6.609,6.646,6.678,6.784,6.834,6.872,6.915,6.972,7.011,7.091,7.208,7.257,7.332,7.416,7.445,7.492,7.53,7.559,7.586,7.627,7.649,7.67,7.897,7.937,8.025,8.094,8.193,8.268,8.305,8.38,8.529,8.559,8.707,8.762,8.841,8.963,9.019,9.056,9.112,9.172,9.215,9.243,9.391,9.542,9.597,9.628,9.702,9.806,9.83,9.885,nan,nan,nan,nan
0.025,0.039,0.067,0.194,0.227,0.258,0.293,0.426,0.502,0.537,0.801,0.854,0.93,0.951,1.007,1.04,1.097,1.165,1.195,1.253,1.311,1.342,1.39,1.451,1.475,1.493,1.552,1.576,1.636,1.67,1.747,1.834,1.887,2.025,2.047,2.087,2.133,2.161,2.229,2.241,2.401,2.474,2.514,2.568,2.626,2.651,2.7,2.749,2.778,2.832,2.916,3.081,3.17,3.234,3.268,3.292,3.363,3.421,3.5,3.557,3.589,3.666,3.707,3.73,3.927,3.944,4.065,4.098,4.15,4.2,4.406,4.46,4.495,4.591,4.712,4.804,4.85,4.897,4.935,4.998,5.129,5.17,5.212,5.25,5.282,5.386,5.421,5.451,5.488,5.619,5.655,5.688,5.751,5.818,5.907,6.06,6.096,6.126,6.18,6.29,6.331,6.345,6.449,6.475,6.518,6.543,6.574,6.589,6.664,6.754,6.802,6.918,6.951,7.135,7.387,7.535,7.574,7.777,7.847,7.92,7.965,7.992,8.171,8.2,8.345,8.467,8.561,8.635,8.75,8.791,8.935,8.972,9.1,9.175,9.216,9.368,9.386,9.434,9.62,9.673,9.734,9.78,9.83,9.85,9.922,9.974,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.058,0.159,0.189,0.239,0.472,0.553,0.65,0.716,0.789,0.855,1.054,1.113,1.134,1.16,1.288,1.304,1.348,1.372,1.49,1.545,1.609,1.737,1.806,1.854,1.879,1.963,1.984,2.001,2.031,2.082,2.114,2.18,2.354,2.382,2.457,2.497,2.567,2.623,2.713,2.754,2.834,2.901,2.979,3.136,3.206,3.344,3.374,3.414,3.446,3.486,3.606,3.636,3.803,3.88,3.96,3.989,4.029,4.259,4.277,4.403,4.422,4.488,4.561,4.586,4.607,4.65,4.82,4.865,4.923,5.025,5.079,5.111,5.238,5.366,5.394,5.484,5.54,5.562,5.692,5.813,5.841,5.92,5.957,6.015,6.104,6.196,6.226,6.262,6.38,6.434,6.646,6.762,6.819,6.844,6.985,7.013,7.053,7.103,7.15,7.341,7.433,7.479,7.511,7.551,7.584,7.643,7.686,7.708,7.736,7.858,8.077,8.114,8.272,8.301,8.4,8.491,8.523,8.624,8.715,8.745,8.765,8.81,8.984,9.012,9.082,9.119,9.202,9.337,9.362,9.553,9.612,9.674,9.787,9.964,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.027,0.093,0.145,0.173,0.408,0.563,0.679,0.72,0.803,0.824,0.978,1.003,1.125,1.171,1.191,1.264,1.355,1.375,1.448,1.514,1.625,1.728,1.909,1.925,1.951,1.987,2.046,2.113,2.16,2.192,2.31,2.344,2.42,2.477,2.545,2.667,2.697,2.722,2.734,2.782,2.813,2.838,2.924,3.001,3.062,3.088,3.147,3.257,3.291,3.511,3.58,3.613,3.637,3.684,3.727,3.744,3.766,3.858,3.929,3.974,4.038,4.129,4.155,4.192,4.238,4.283,4.304,4.326,4.354,4.395,4.477,4.492,4.529,4.574,4.617,4.677,4.768,4.841,5.021,5.133,5.205,5.258,5.28,5.326,5.487,5.592,5.736,5.758,5.789,5.828,5.858,5.896,6.033,6.125,6.15,6.184,6.216,6.275,6.449,6.545,6.567,6.71,6.79,7.031,7.055,7.07,7.116,7.214,7.243,7.33,7.36,7.412,7.533,7.608,7.636,7.692,7.712,7.731,7.773,7.842,7.994,8.035,8.06,8.153,8.235,8.269,8.44,8.492,8.545,8.668,8.79,8.902,8.943,8.958,8.996,9.056,9.11,9.143,9.265,9.294,9.323,9.44,9.742,9.775,9.874,9.901,9.984,nan,nan,nan,nan,nan,nan,nan,nan
0.144,0.212,0.232,0.253,0.271,0.303,0.346,0.48,0.602,0.741,0.96,1.052,1.237,1.383,1.437,1.482,1.515,1.589,1.611,1.681,1.772,1.8,1.846,1.884,1.902,2.091,2.161,2.201,2.38,2.454,2.55,2.562,2.687,2.786,2.847,2.888,2.958,3.07,3.099,3.213,3.259,3.352,3.404,3.428,3.465,3.545,3.617,3.667,3.782,3.94,4.071,4.094,4.149,4.202,4.287,4.355,4.377,4.428,4.479,4.551,4.582,4.701,4.791,4.857,4.908,4.991,5.138,5.258,5.285,5.515,5.648,5.681,5.763,5.905,5.926,6.309,6.375,6.508,6.57,6.6,6.904,6.968,6.985,7.04,7.079,7.122,7.159,7.201,7.218,7.321,7.394,7.577,7.608,7.635,7.671,7.719,7.777,7.805,7.87,7.894,7.957,7.985,8.068,8.092,8.166,8.258,8.288,8.304,8.56,8.594,8.643,8.837,8.91,8.985,9.226,9.32,9.336,9.349,9.452,9.554,9.582,9.601,9.784,9.843,9.936,9.968,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.047,0.079,0.209,0.259,0.274,0.342,0.372,0.413,0.555,0.616,0.639,0.68,0.714,0.751,0.886,0.938,0.961,1.062,1.102,1.208,1.282,1.326,1.39,1.49,1.563,1.63,1.693,1.706,1.803,1.83,1.866,1.92,1.934,1.952,2.026,2.154,2.19,2.21,2.309,2.384,2.406,2.466,2.584,2.683,2.869,2.922,3.013,3.051,3.081,3.101,3.188,3.231,3.255,3.284,3.321,3.354,3.388,3.432,3.478,3.51,3.694,3.792,3.865,3.888,3.919,3.977,4.021,4.103,4.12,4.189,4.295,4.347,4.409,4.484,4.665,4.848,5.014,5.132,5.284,5.337,5.432,5.51,5.578,5.63,5.699,5.731,5.776,5.854,5.879,5.912,5.967,6.015,6.093,6.179,6.319,6.347,6.376,6.473,6.516,6.551,6.591,6.692,6.718,6.763,6.811,6.921,6.959,6.99,7.026,7.145,7.282,7.299,7.397,7.42,7.462,7.522,7.589,7.65,7.668,7.698,7.724,7.761,7.847,7.871,7.987,8.066,8.096,8.203,8.248,8.303,8.467,8.548,8.595,8.644,8.687,8.707,8.732,8.82,8.841,8.95,9.003,9.238,9.266,9.332,9.411,9.463,9.673,9.734,9.837,9.882,9.915,9.942,9.959,9.982,nan
0.049,0.136,0.166,0.207,0.221,0.418,0.536,0.618,0.649,0.677,0.753,0.79,0.865,0.9,0.998,1.132,1.187,1.278,1.364,1.426,1.501,1.552,1.648,1.677,1.732,1.779,1.816,2.032,2.101,2.159,2.208,2.246,2.325,2.411,2.47,2.522,2.635,2.674,2.801,2.927,2.952,3.113,3.147,3.222,3.282,3.327,3.427,3.609,3.697,3.787,3.803,3.842,3.902,3.931,3.957,3.988,4.006,4.107,4.181,4.227,4.246,4.329,4.356,4.399,4.426,4.543,4.606,4.652,4.697,4.742,4.894,5.038,5.092,5.124,5.153,5.195,5.23,5.338,5.368,5.394,5.628,5.655,5.738,5.856,5.928,6.022,6.168,6.269,6.31,6.344,6.374,6.59,6.611,6.733,6.832,6.855,6.903,6.954,6.975,7.02,7.063,7.1,7.128,7.287,7.31,7.452,7.491,7.554,7.574,7.61,7.629,7.654,7.724,7.796,7.819,7.851,7.941,7.976,8.0,8.069,8.129,8.167,8.209,8.313,8.376,8.394,8.439,8.462,8.498,8.56,8.594,8.696,8.812,8.859,8.968,9.08,9.511,9.522,9.57,9.675,9.901,9.991,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.084,0.106,0.202,0.285,0.357,0.402,0.454,0.501,0.556,0.648,0.725,0.82,0.918,1.01,1.074,1.1,1.123,1.144,1.162,1.219,1.267,1.304,1.4,1.476,1.506,1.565,1.643,1.7,1.782,1.827,1.847,1.874,1.928,2.025,2.045,2.156,2.18,2.326,2.406,2.482,2.522,2.635,2.69,2.745,2.787,2.805,2.881,2.929,3.017,3.076,3.136,3.157,3.182,3.253,3.281,3.298,3.347,3.375,3.431,3.452,3.497,3.606,3.667,3.709,3.836,3.897,3.989,4.012,4.04,4.072,4.203,4.257,4.465,4.509,4.635,4.767,4.855,4.883,4.972,5.061,5.189,5.238,5.3,5.388,5.418,5.454,5.495,5.512,5.597,5.657,5.758,5.821,5.842,5.891,5.977,6.113,6.169,6.193,6.245,6.357,6.437,6.489,6.523,6.536,6.572,6.646,6.682,6.706,6.759,6.864,6.951,7.024,7.04,7.153,7.213,7.419,7.539,7.599,7.742,7.794,7.918,7.979,8.046,8.118,8.186,8.237,8.293,8.418,8.497,8.516,8.585,8.632,8.65,8.752,8.8,8.911,8.93,8.959,9.0,9.127,9.159,9.271,9.378,9.411,9.48,9.508,9.536,9.574,9.646,9.766,9.786,9.866,9.902,9.924,9.979
