0.149,0.258,0.322,0.382,0.458,0.501,0.531,0.603,0.643,0.686,0.779,0.838,1.017,1.038,1.095,1.107,1.191,1.337,1.444,1.462,1.495,1.572,1.639,1.668,1.812,1.831,1.844,1.87,1.921,1.931,1.975,2.025,2.125,2.159,2.274,2.305,2.465,2.497,2.565,2.599,2.662,2.712,2.775,2.808,2.882,2.974,3.025,3.084,3.15,3.271,3.319,3.537,3.624,3.651,3.7,3.733,3.779,3.895,3.95,3.98,4.01,4.111,4.272,4.489,4.518,4.563,4.589,4.624,4.66,4.743,4.765,4.829,4.927,4.959,4.99,5.066,5.22,5.256,5.314,5.361,5.382,5.442,5.466,5.504,5.529,5.573,5.612,5.78,5.839,5.881,5.955,6.002,6.043,6.11,6.337,6.367,6.406,6.441,6.474,6.53,6.559,6.586,6.643,6.671,6.768,6.844,6.953,7.004,7.068,7.13,7.453,7.497,7.543,7.572,7.675,7.725,7.847,7.908,7.955,8.107,8.228,8.339,8.554,8.61,8.657,8.689,8.703,8.769,8.828,8.873,8.885,9.0,9.116,9.197,9.239,9.277,9.332,9.388,9.539,9.933,9.981,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.052,0.083,0.18,0.203,0.22,0.278,0.296,0.356,0.48,0.559,0.594,0.651,0.786,0.812,1.01,1.12,1.167,1.224,1.286,1.316,1.42,1.5,1.554,1.61,1.723,1.845,1.895,2.038,2.085,2.131,2.163,2.422,2.499,2.62,2.768,2.802,2.885,3.065,3.091,3.194,3.266,3.392,3.495,3.561,3.599,3.694,3.736,3.779,3.816,3.844,3.905,4.064,4.223,4.307,4.352,4.629,4.657,4.75,4.794,4.834,4.878,4.93,5.162,5.189,5.46,5.501,5.559,5.649,5.697,5.812,5.977,6.012,6.057,6.111,6.178,6.31,6.376,6.474,6.507,6.538,6.555,6.654,6.704,6.76,6.817,6.942,7.143,7.224,7.303,7.375,7.515,7.638,7.725,7.751,7.882,7.91,7.94,8.043,8.109,8.191,8.308,8.366,8.419,8.461,8.508,8.547,8.571,8.595,8.673,8.697,8.743,8.8,8.853,8.934,8.975,9.102,9.128,9.176,9.211,9.285,9.312,9.333,9.375,9.549,9.67,9.721,9.795,9.825,9.851,9.867,9.908,9.959,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.038,0.216,0.357,0.411,0.443,0.744,0.832,0.92,0.95,1.013,1.132,1.185,1.271,1.401,1.465,1.49,1.6,1.628,1.684,1.721,1.772,1.874,1.919,1.999,2.029,2.051,2.104,2.147,2.19,2.254,2.284,2.313,2.351,2.398,2.431,2.529,2.566,2.806,2.854,2.949,2.99,3.085,3.319,3.385,3.399,3.634,3.663,3.712,3.794,3.845,3.869,4.033,4.072,4.143,4.213,4.237,4.338,4.365,4.548,4.657,4.798,4.864,4.954,5.049,5.068,5.139,5.279,5.321,5.485,5.507,5.546,5.572,5.585,5.615,5.704,5.824,5.906,5.969,6.017,6.123,6.138,6.283,6.34,6.382,6.408,6.573,6.613,6.673,6.75,6.86,6.922,6.945,6.976,7.011,7.104,7.122,7.157,7.209,7.237,7.268,7.307,7.393,7.416,7.434,7.573,7.746,7.791,7.839,7.859,7.996,8.155,8.178,8.214,8.255,8.314,8.345,8.416,8.495,8.666,8.706,8.775,8.83,8.911,8.951,9.17,9.217,9.29,9.321,9.374,9.416,9.539,9.614,9.711,9.872,9.911,9.943,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.089,0.119,0.235,0.349,0.464,0.528,0.678,0.761,0.967,0.992,1.029,1.081,1.149,1.192,1.33,1.489,1.607,1.649,1.839,1.909,1.986,2.07,2.116,2.159,2.184,2.269,2.374,2.438,2.5,2.516,2.572,2.663,2.712,2.754,2.896,2.95,3.013,3.084,3.176,3.224,3.306,3.323,3.429,3.549,3.568,3.617,3.654,3.68,3.714,3.737,3.97,3.996,4.125,4.226,4.25,4.424,4.579,4.599,4.635,4.669,4.732,4.86,4.981,5.045,5.116,5.22,5.294,5.32,5.359,5.41,5.504,5.557,5.621,5.662,5.679,5.703,5.84,5.897,5.953,6.001,6.12,6.246,6.33,6.396,6.443,6.497,6.575,6.822,6.908,6.938,7.012,7.211,7.254,7.283,7.397,7.497,7.632,7.754,7.846,7.945,7.995,8.114,8.146,8.193,8.215,8.287,8.311,8.355,8.374,8.504,8.576,8.631,8.68,8.733,8.78,8.882,8.949,8.999,9.069,9.146,9.188,9.211,9.274,9.346,9.419,9.471,9.523,9.552,9.662,9.754,9.772,9.81,9.913,9.962,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.059,0.083,0.12,0.169,0.223,0.264,0.394,0.443,0.537,0.624,0.647,0.681,0.782,0.843,0.936,0.967,1.116,1.173,1.201,1.216,1.29,1.349,1.379,1.41,1.498,1.602,1.635,1.787,1.817,1.873,2.045,2.105,2.15,2.323,2.433,2.533,2.559,2.591,2.684,2.711,2.736,2.88,2.942,3.013,3.031,3.049,3.183,3.246,3.37,3.416,3.448,3.545,3.604,3.68,3.77,3.791,3.932,4.001,4.067,4.164,4.18,4.267,4.306,4.324,4.398,4.466,4.564,4.641,4.676,4.706,4.798,4.964,4.998,5.031,5.146,5.203,5.25,5.305,5.334,5.36,5.385,5.444,5.515,5.583,5.64,5.76,5.841,5.914,6.032,6.234,6.301,6.345,6.421,6.579,6.611,6.678,6.696,6.733,6.809,6.854,6.936,6.969,7.013,7.072,7.097,7.196,7.212,7.225,7.303,7.349,7.38,7.616,7.646,7.691,7.918,7.984,8.094,8.129,8.167,8.213,8.274,8.388,8.473,8.507,8.568,8.854,9.057,9.1,9.186,9.21,9.262,9.295,9.426,9.444,9.558,9.62,9.661,9.698,9.76,9.893,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.044,0.277,0.349,0.379,0.409,0.484,0.548,0.571,0.703,0.752,0.847,0.883,1.054,1.104,1.263,1.295,1.34,1.367,1.401,1.499,1.58,1.611,1.735,1.794,1.964,2.01,2.088,2.143,2.243,2.267,2.329,2.466,2.494,2.527,2.564,2.669,2.813,2.989,3.132,3.199,3.311,3.493,3.562,3.592,3.659,3.729,3.815,3.833,3.88,3.936,3.966,3.994,4.026,4.051,4.109,4.129,4.144,4.183,4.282,4.365,4.495,4.561,4.648,4.766,4.817,4.896,4.971,5.106,5.219,5.267,5.44,5.474,5.718,5.755,5.783,5.815,5.886,5.922,5.953,6.0,6.053,6.126,6.159,6.179,6.285,6.302,6.34,6.391,6.432,6.521,6.558,6.664,6.723,6.773,6.897,7.007,7.116,7.182,7.248,7.264,7.334,7.362,7.484,7.521,7.543,7.62,7.747,7.855,7.97,8.05,8.105,8.156,8.276,8.318,8.371,8.4,8.422,8.447,8.481,8.514,8.547,8.668,8.795,8.834,8.871,8.923,9.001,9.093,9.193,9.24,9.493,9.535,9.664,9.729,9.784,9.806,9.829,9.892,9.929,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.105,0.236,0.366,0.434,0.579,0.642,0.671,0.692,0.752,0.785,0.838,0.961,0.988,1.072,1.113,1.173,1.216,1.261,1.304,1.328,1.506,1.549,1.574,1.608,1.671,1.695,2.0,2.12,2.162,2.183,2.288,2.334,2.363,2.388,2.465,2.507,2.679,2.725,2.747,2.806,2.841,2.857,2.924,2.999,3.073,3.143,3.159,3.243,3.303,3.362,3.414,3.526,3.651,3.709,3.747,3.805,3.859,3.906,3.948,4.014,4.049,4.073,4.109,4.146,4.207,4.311,4.428,4.676,4.714,4.792,4.954,5.349,5.384,5.434,5.475,5.515,5.595,5.65,5.681,5.71,5.765,5.864,5.906,6.012,6.049,6.112,6.145,6.34,6.403,6.455,6.524,6.568,6.63,6.792,6.846,6.983,7.039,7.143,7.279,7.354,7.499,7.556,7.582,7.622,7.651,7.691,7.731,7.784,7.806,7.95,7.971,7.998,8.038,8.172,8.299,8.363,8.533,8.57,8.581,8.706,8.812,8.9,8.916,8.959,9.027,9.085,9.157,9.237,9.33,9.408,9.467,9.488,9.591,9.678,9.705,9.766,9.789,9.943,9.971,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.035,0.074,0.138,0.181,0.306,0.352,0.424,0.438,0.521,0.55,0.572,0.62,0.763,0.837,0.86,0.964,1.002,1.096,1.153,1.204,1.309,1.337,1.378,1.495,1.548,1.621,1.651,1.67,1.696,1.807,1.935,2.038,2.053,2.132,2.164,2.188,2.222,2.307,2.359,2.401,2.463,2.51,2.593,2.619,2.771,2.817,2.84,2.862,2.902,2.989,3.024,3.117,3.179,3.311,3.329,3.412,3.5,3.67,3.844,3.968,3.986,4.081,4.144,4.271,4.324,4.405,4.428,4.458,4.586,4.627,4.703,4.731,4.874,5.029,5.058,5.095,5.142,5.25,5.284,5.402,5.47,5.504,5.585,5.616,5.666,5.7,5.724,5.801,5.891,5.903,5.925,5.96,5.983,6.1,6.141,6.281,6.306,6.343,6.376,6.443,6.49,6.53,6.6,6.669,6.877,6.938,7.019,7.053,7.098,7.128,7.207,7.277,7.389,7.5,7.523,7.535,7.571,7.659,7.675,7.802,7.839,7.932,7.964,8.01,8.033,8.198,8.367,8.39,8.457,8.603,8.625,8.651,8.687,8.744,8.771,8.797,8.846,8.974,9.056,9.168,9.273,9.339,9.382,9.452,9.486,9.532,9.564,9.64,9.773,9.879,9.935,nan,nan,nan,nan,nan,nan
0.056,0.076,0.187,0.229,0.263,0.285,0.325,0.353,0.405,0.509,0.547,0.574,0.631,0.713,0.775,0.8,0.878,0.929,0.961,1.019,1.065,1.419,1.461,1.533,1.608,1.638,1.673,1.935,1.974,2.048,2.107,2.172,2.195,2.285,2.327,2.395,2.482,2.524,2.543,2.561,2.693,2.725,2.845,2.872,3.002,3.019,3.048,3.205,3.417,3.569,3.616,3.665,3.736,3.815,3.872,3.891,3.924,3.97,3.994,4.011,4.029,4.052,4.076,4.131,4.204,4.224,4.256,4.375,4.447,4.5,4.628,4.731,4.75,4.778,4.808,5.077,5.132,5.165,5.19,5.291,5.335,5.488,5.562,5.628,5.66,5.689,5.776,5.788,5.815,5.896,5.956,6.032,6.061,6.08,6.17,6.289,6.4,6.443,6.519,6.614,6.707,6.766,6.931,6.986,7.065,7.098,7.202,7.236,7.414,7.511,7.551,7.622,7.746,7.908,7.919,7.947,7.979,8.013,8.137,8.159,8.226,8.258,8.339,8.36,8.383,8.502,8.556,8.584,8.733,8.759,8.78,8.812,8.836,8.861,8.954,9.13,9.185,9.215,9.251,9.403,9.486,9.675,9.721,9.78,9.859,9.924,9.948,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.033,0.081,0.221,0.395,0.421,0.49,0.544,0.567,0.585,0.653,0.809,0.845,0.947,0.977,1.07,1.138,1.216,1.286,1.319,1.338,1.429,1.509,1.656,1.828,1.901,2.033,2.164,2.244,2.316,2.4,2.42,2.441,2.544,2.609,2.721,2.85,2.916,2.96,3.008,3.036,3.069,3.105,3.172,3.351,3.458,3.486,3.524,3.632,3.762,3.808,3.971,4.016,4.238,4.369,4.434,4.494,4.534,4.607,4.714,4.807,4.949,5.025,5.069,5.184,5.272,5.298,5.324,5.49,5.691,5.734,5.763,5.801,5.824,5.87,5.903,6.069,6.285,6.357,6.426,6.493,6.575,6.651,6.698,6.719,6.788,6.834,6.981,7.009,7.193,7.516,7.544,7.586,7.687,7.744,7.795,7.882,7.945,8.026,8.36,8.43,8.51,8.558,8.581,8.628,8.659,8.696,8.761,8.896,8.963,8.994,9.116,9.149,9.185,9.237,9.258,9.427,9.454,9.551,9.603,9.716,9.759,9.789,9.836,9.863,9.888,9.908,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
